Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1
antimony,007440-36-0,,,kg,,,,Emissions/air/unspecified,e3216ea9-821b-42fb-a5a0-1c609164ecfe,,
antimony-124,014683-10-4,,,kBq,,,,Emissions/air/unspecified,db219adf-bf5a-4a5a-9b8a-e1710e8165dc,,
antimony-125,014234-35-6,,,kBq,,,,Emissions/air/unspecified,8cb41e44-2036-44c9-b5f7-9c646d86e1a2,,
aromatics (average),,,,kg,,,,Emissions/air/unspecified,6a841061-ef66-4e0c-82a3-d40ab0a5f676,,
arsenic and its inorganic compounds,,,,kg,,,,Emissions/air/unspecified,9b1f9b1b-19b0-4a9a-aeda-11db2a0137cd,,
arsenic salts,,,,kg,,,,Emissions/air/unspecified,4783a138-3ba9-4abf-85bc-ea333e0ebae9,,
arsenic trioxide,001327-53-3,,,kg,,,,Emissions/air/unspecified,1ab41e11-34bc-4477-ab24-cb92c3482fdd,,
As4O10,001303-28-2,,,kg,,,,Emissions/air/unspecified,7fe74fc3-16ad-49b8-8299-a694ac5c9876,,
AsHO4Pb,007784-40-9,,,kg,,,,Emissions/air/unspecified,9a501488-058f-478e-9c0f-ea42658dd543,,
benomyl,017804-35-2,,,kg,,,,Emissions/air/unspecified,0e4314a8-e6e6-477e-90b6-af9b8b24d222,,
benzaldehyde,000100-52-7,,,kg,,,,Emissions/air/unspecified,e4a259ed-5d00-4103-bbf5-9a6aa0cb0009,,
benzene,000071-43-2,,,kg,,,,Emissions/air/unspecified,2df8d03b-487d-448e-9648-d1793a94619e,,
benzo(c)phenanthrene,000195-19-7,,,kg,,,,Emissions/air/unspecified,fdffcc7d-ab07-4054-a923-04dc31b3f54e,,
benzo(e)pyrene,000192-97-2,,,kg,,,,Emissions/air/unspecified,2d60d051-cb1b-4344-a2dd-ef60bfd35168,,
benzo[a]anthracene,000056-55-3,,,kg,,,,Emissions/air/unspecified,853e9a06-94f3-4913-b163-314dcef48172,,
benzo[a]pyrene,000050-32-8,,,kg,,,,Emissions/air/unspecified,4e885003-44c5-4bd0-9459-db9d43099ebd,,
benzo[b]fluoranthene,000205-99-2,,,kg,,,,Emissions/air/unspecified,e896db75-92cf-4944-b62f-39b16b01826e,,
"benzo[g,h,i]perylene",000191-24-2,,,kg,,,,Emissions/air/unspecified,96f94df9-12a5-4c41-a5ab-50cce372747f,,
benzo[k]fluoranthene,000207-08-9,,,kg,,,,Emissions/air/unspecified,82c6de6e-17b5-4f20-8b1a-1e399a703147,,
benzoic acid,000065-85-0,,,kg,,,,Emissions/air/unspecified,4a0a37b8-006d-4fd1-8813-a7598dfb1cb8,,
benzothiazole,000095-16-9,,,kg,,,,Emissions/air/unspecified,46006d8a-f511-4f4c-8b16-7fa23b5a45e9,,
benzylchloride,000100-44-7,,,kg,,,,Emissions/air/unspecified,174b1d04-c23a-42dd-936f-505f97ba7bc7,,
beta-myrcene,000123-35-3,,,kg,,,,Emissions/air/unspecified,504e74d6-a02f-4fea-907d-29ebd7e122d7,,
beta-phellandrene,000555-10-2,,,kg,,,,Emissions/air/unspecified,0ccf545d-759a-4e82-91eb-35d2d6809a22,,
beta-pinene,000127-91-3,,,kg,,,,Emissions/air/unspecified,93653669-b9e4-4826-8648-5953a9900eb4,,
biphenyl,000092-52-4,,,kg,,,,Emissions/air/unspecified,56e6f8c1-4d80-40ff-a4ea-815da42d2f4e,,
bis(2-ethylhexyl) adipate,000103-23-1,,,kg,,,,Emissions/air/unspecified,5efd5b18-9543-4b83-a82a-0ca1a2dd9630,,
bis(n-octyl) phthalate,000117-84-0,,,kg,,,,Emissions/air/unspecified,cf586566-e181-488e-a7df-0cc64feb3e15,,
bromodinitroaniline,,,,kg,,,,Emissions/air/unspecified,afdb8fcb-5377-4085-b647-8d5a1105cea2,,
bromodinitrobenzene,,,,kg,,,,Emissions/air/unspecified,256c4108-1075-44d8-9e89-a2b3081b0951,,
bromoform,000075-25-2,,,kg,,,,Emissions/air/unspecified,1c30b9c0-d834-4822-954a-481a7fad613d,,
butadiene,000106-99-0,,,kg,,,,Emissions/air/unspecified,c05ce1ac-f1ee-47c7-b4a9-ebf9dc0659f7,,
butene,025167-67-3,,,kg,,,,Emissions/air/unspecified,b12273ce-8be7-4b04-838e-4eddd1154c68,,
butoxybutene,,,,kg,,,,Emissions/air/unspecified,6edbe92c-d440-49c7-aabe-810697618c9a,,
butyl acrylate,000141-32-2,,,kg,,,,Emissions/air/unspecified,15c4e535-9e2f-4156-a442-7a0bb2faf46c,,
butyl benzyl phthalate,000085-68-7,,,kg,,,,Emissions/air/unspecified,1f95b171-ec7d-45e0-9683-03aae89f09c6,,
butylcyclohexane,001678-93-9,,,kg,,,,Emissions/air/unspecified,0e28b643-8fd0-45d6-8975-527bfdd5d494,,
butylene glycol,000110-63-4,,,kg,,,,Emissions/air/unspecified,1c944f85-3db7-43bf-a875-08fcb6eb4327,,
butylisopropylphthalate,,,,kg,,,,Emissions/air/unspecified,cd40fd5b-46a4-40fb-be36-689cd171b7f7,,
C1 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,189aaaf5-350a-4855-921b-91786ef93806,,
C10 aromatic,,,,kg,,,,Emissions/air/unspecified,06a4fd6e-5bf6-409b-8b0c-312d8e84458a,,
C10 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,2d4fb9cc-ecf8-400a-adb8-4aed9ec239a0,,
C10 olefins,,,,kg,,,,Emissions/air/unspecified,d30bda36-da2b-4f1c-9dd2-f54ba730c81e,,
C10 paraffins,,,,kg,,,,Emissions/air/unspecified,cde07cf0-bd34-4bd7-971d-443a635c9906,,
C10H16,,,,kg,,,,Emissions/air/unspecified,a3d3e723-7c76-4222-a2ab-ea64fdd4c0cf,,
C10H16O,,,,kg,,,,Emissions/air/unspecified,c1f8f2c5-e2db-455b-a567-401d6771dfd2,,
C10H22O,,,,kg,,,,Emissions/air/unspecified,54cc29d0-eeee-4734-be78-6345d89c4de9,,
C11 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,d445b9ce-336e-478d-897e-98c83c1104e5,,
C11 olefins,,,,kg,,,,Emissions/air/unspecified,507e25cf-29be-40e7-943e-c2118bf3954e,,
C11 paraffins,,,,kg,,,,Emissions/air/unspecified,6db399cd-a805-48a9-a7e5-d39fd27d8773,,
C11H10,,,,kg,,,,Emissions/air/unspecified,1a5211ae-a191-4501-82e3-047b9bf5ab12,,
C11H10O,,,,kg,,,,Emissions/air/unspecified,23236648-c104-4510-a9ee-832f0a6eb967,,
C11H14O,,,,kg,,,,Emissions/air/unspecified,71b78d0e-bd48-4861-a862-39302fb133ab,,
C11H14O2,000136-60-7,,,kg,,,,Emissions/air/unspecified,f1190cdf-f663-459c-96cd-76c7282e7446,,
C11H16,002049-94-7,,,kg,,,,Emissions/air/unspecified,345cefab-35f9-4a67-b813-b3565dfe1099,,
C11H24,006975-98-0,,,kg,,,,Emissions/air/unspecified,f5174570-cc09-429d-ac1a-9615737f9b19,,
C12 compouns (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,daeb760e-d36c-43a7-ab83-2f0463ad6fe1,,
C12 olefins,,,,kg,,,,Emissions/air/unspecified,6a46f665-776e-478e-b2cb-7d19208600aa,,
C12 paraffins,,,,kg,,,,Emissions/air/unspecified,e483771c-61a7-4eb3-9ec7-1e1bab2899e3,,
C12H22,,,,kg,,,,Emissions/air/unspecified,a2019668-588f-4489-9325-561661fbecfd,,
C12H24,025378-22-7,,,kg,,,,Emissions/air/unspecified,19ad2de8-eb46-43d0-a2f4-c70e9d93e9a9,,
C13 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,f436d375-c437-4e06-b2e4-1e1af967cae0,,
C13 paraffins,,,,kg,,,,Emissions/air/unspecified,30f38dfe-8729-4ace-b1d8-bbeded4f5cde,,
C13H26O2,000111-82-0,,,kg,,,,Emissions/air/unspecified,3c797c8c-479f-4d23-a61d-cfc115570bab,,
C14 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,b30a19ce-8297-435c-910d-b80b435bcc0b,,
C15 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,4b48713a-7ad2-4fc1-bf04-7c37b9295cc3,,
C15H24,000087-44-5,,,kg,,,,Emissions/air/unspecified,56df7af5-c448-4f64-80b6-98e93ef72e2c,,
C16 branched alkane,,,,kg,,,,Emissions/air/unspecified,2853f9ee-b792-48d4-a8ee-c0cc43589524,,
C16 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,4021fb53-5307-4562-8752-3e23a1a41ffc,,
C16H32O2,000057-10-3,,,kg,,,,Emissions/air/unspecified,3e32039d-98f7-4c8f-9eb1-9ce7b65c12ae,,
C17 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,7c3391e5-eea4-4126-9b28-1b15ad41b419,,
C17H36,000629-78-7,,,kg,,,,Emissions/air/unspecified,408ea5c9-57c1-4807-9880-994e3b395b6f,,
C18 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,809ee498-ba8f-421a-be51-8ecf13edd16d,,
C18H10,000203-12-3,,,kg,,,,Emissions/air/unspecified,d608cf9e-1c81-4b16-98dd-a18ab879da58,,
C19 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,081f5d69-a17e-45e3-865c-bc12302fcc72,,
C19H40,000629-92-5,,,kg,,,,Emissions/air/unspecified,6748f6fa-0982-4c87-aae6-a14d1b465033,,
C2 alkylanthracenes,,,,kg,,,,Emissions/air/unspecified,68f2e391-e349-408e-af35-fe237d7d0aea,,
C2 alkylbenzanthracene,,,,kg,,,,Emissions/air/unspecified,0f0dc09a-4df1-49b5-b76b-da254ec4097c,,
C2 alkylbenzophenanthrene,,,,kg,,,,Emissions/air/unspecified,1845d087-f3f2-449b-9c08-54757e7e7911,,
C2 alkylchrysenes,,,,kg,,,,Emissions/air/unspecified,45a280c4-d82c-4e3a-9898-40edbc029c8e,,
C2 alkylcyclohexane,,,,kg,,,,Emissions/air/unspecified,cab5675c-77df-4ef3-b8d3-e1ee7e430988,,
C2 alkylindan,,,,kg,,,,Emissions/air/unspecified,9d8cc67a-fe0b-4f15-ad8c-6e4df3d7682d,,
C2 alkylnaphthalene,,,,kg,,,,Emissions/air/unspecified,aeb67a4e-e558-4999-9df8-01dffe1cc836,,
C2 alkylphenanthrenes,,,,kg,,,,Emissions/air/unspecified,9c4f55b1-5ac5-4196-bff4-887fd542d83b,,
C2 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,a92e62e6-3b24-403b-bd58-65e06d3dd5d3,,
C20 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,a5b470e5-2185-4c0d-957c-557efe701d8d,,
C20H12,000198-55-0,,,kg,,,,Emissions/air/unspecified,b7b2f983-b4a4-477f-b089-1f47de618295,,
C20H42,000112-95-8,,,kg,,,,Emissions/air/unspecified,2216733e-c36d-4623-9b3b-d0f530568c3b,,
C21 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,ada9c201-7ff9-4934-849a-9445b5b46142,,
C21H44,000629-94-7,,,kg,,,,Emissions/air/unspecified,43069028-26ff-4720-b09c-b02895fc3a40,,
C22 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,496267ac-fac7-4e58-b26b-bf46ea2857be,,
C22H12,000191-26-4,,,kg,,,,Emissions/air/unspecified,a53e6195-70b5-430c-b9c9-d8a1cbac2b13,,
C23 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,83d7db74-b741-41e9-bdd3-91ab7667c77a,,
C24 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,3cf61c20-89aa-46c3-8fe4-d9e88ea0a607,,
C24H12,000191-07-1,,,kg,,,,Emissions/air/unspecified,6ef1a2f3-66da-4300-a121-89dd10e8c38c,,
C25 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,c4d45589-ec73-4601-b371-ce486c4b9f54,,
C26 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,725fdc06-f119-42c1-9073-d31455dce637,,
C27 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,3477b6ba-6467-4b83-9da0-79d206bd12d6,,
C28 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,7f53aa85-5ab4-4ffd-99db-94869d6e51b4,,
C29 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,457f1b79-30f5-46c7-b520-63dda35fd685,,
C2H6O2,025322-68-3,,,kg,,,,Emissions/air/unspecified,bd7d9105-681c-47fc-8bf8-ad6f47903c13,,
C3 alkylcyclohexane,,,,kg,,,,Emissions/air/unspecified,7900f5ec-163b-4b5a-bb09-2631979bc836,,
C3 alkylstyrene,,,,kg,,,,Emissions/air/unspecified,451f30bf-2b60-4342-976f-f6256a7e60c6,,
C3 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,42afc800-a968-49d5-b9b6-632eceaade7f,,
C3 paraffins,,,,kg,,,,Emissions/air/unspecified,90384ec5-a324-49c3-a08d-01e84380149b,,
C30 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,31c36233-7ba0-4658-ad85-312eb197b757,,
C31 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,244f717d-df57-4070-9d9e-73fca2fc4631,,
C32 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,c7a439c1-ee5f-4736-86b7-a36b660630ac,,
C33 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,6ab9b86b-ed8d-4b06-a819-d64437786728,,
C34 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,6f1b425c-b9b6-4b75-a814-f0882848e1bd,,
C35 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,99cb9da3-3ba2-464f-b8e4-43c8653dbfc0,,
C36 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,6b740493-4bf0-4e1f-98a7-b074362f4019,,
C37 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,1427eced-c6cf-4c2c-b247-0e6497733f9f,,
C38 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,08261427-f037-4e38-85f2-64ac05c43a96,,
C39 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,16017e5f-369f-4c70-86bc-1d6ccc5a109e,,
C3-C4-C5 alkylbenzenes,,,,kg,,,,Emissions/air/unspecified,6ba7f86f-d945-49da-bd20-cf4e72df41b1,,
C3H4,000463-49-0,,,kg,,,,Emissions/air/unspecified,f3593391-5f8e-4b08-9ca6-3b36ef2cd9ed,,
C3H9FSi,000420-56-4,,,kg,,,,Emissions/air/unspecified,c16db7e5-9260-40a3-99ab-a9b5179998e7,,
C4 alkylphenols,,,,kg,,,,Emissions/air/unspecified,e9c0dbc3-3687-4df2-af96-26814162f248,,
C4 alkylstyrenes,,,,kg,,,,Emissions/air/unspecified,d4edd7a4-4216-486e-b0da-a485f03bc215,,
C4 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,7ee5bf8d-9fdf-4345-b4ab-c1d599d49983,,
C4 olefins,,,,kg,,,,Emissions/air/unspecified,a201c6e5-67a7-4928-9824-322efaae63bf,,
C4 paraffins,,,,kg,,,,Emissions/air/unspecified,4b907c44-9114-4825-a7c0-783591c7cce1,,
C4 substituted cyclohexane,,,,kg,,,,Emissions/air/unspecified,033f0038-e5b3-4d0c-bfe1-3db1ad3fb772,,
C4 substituted cyclohexanone,,,,kg,,,,Emissions/air/unspecified,e90cb71a-d7f4-44d9-b7b2-6a28fd05d678,,
C40 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,1fa485f1-e14b-4a75-95a0-8b267ad631e1,,
C41 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,c893387e-bd9f-40d5-8d63-32425037f5cc,,
C42 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,cea73192-2f5d-4326-ab39-2263160e56f7,,
C43 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,51e56cb8-b228-4f35-a248-552bde357962,,
C4H12Si,000075-76-3,,,kg,,,,Emissions/air/unspecified,addd0127-0cd5-4939-9485-366313cc42d0,,
C4H6,000503-17-3,,,kg,,,,Emissions/air/unspecified,3909fbd8-cfe3-407f-b513-63b290a8d888,,
C5 alkyl cyclohexane,,,,kg,,,,Emissions/air/unspecified,7da39e5e-29fe-4564-8c11-11cf43984180,,
C5 alkylbenzenes,,,,kg,,,,Emissions/air/unspecified,f1000356-0f99-4c69-9862-c06d3a724cd2,,
C5 alkylbenzenes (unsaturated),,,,kg,,,,Emissions/air/unspecified,1d9ea943-d895-4576-b69f-41a5b16983fd,,
C5 alkylphenols,,,,kg,,,,Emissions/air/unspecified,21bd45cb-7a5f-4d85-affb-95ad3f30fd9b,,
C5 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,f1adabaf-e28d-45d7-b3aa-1247ac5db426,,
C5 ester,,,,kg,,,,Emissions/air/unspecified,02362c18-f295-45fa-9330-3d0d3afe23e4,,
C5 olefins,,,,kg,,,,Emissions/air/unspecified,dd5b600a-3907-48cc-b8d2-8b7ef9cabaf0,,
C5 paraffins,,,,kg,,,,Emissions/air/unspecified,956b64e7-5d5a-42c6-a6c5-f2ea1e01ea01,,
C5 paraffins-olefins,,,,kg,,,,Emissions/air/unspecified,7552ee83-b50c-4833-83fb-eb291f03d528,,
C5 substituted cyclohexane,,,,kg,,,,Emissions/air/unspecified,e5daef17-8ab9-480b-b0ef-60db05455ccf,,
C5H10O,,,,kg,,,,Emissions/air/unspecified,a797e245-962e-4fbe-b5c9-48557e06323c,,
C6 alkylbenzene,,,,kg,,,,Emissions/air/unspecified,55c3a5ba-7f68-48dd-8ae9-16ef02eaf5e0,,
C6 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,10ab6d0b-3b27-4483-9564-85cf1147e5f7,,
C6 olefins,,,,kg,,,,Emissions/air/unspecified,2c128823-803a-4ab6-9cd8-e540b708af1a,,
C6 paraffins,,,,kg,,,,Emissions/air/unspecified,38cda1bb-545d-4c7d-9450-980f540b4586,,
C6 substituted cyclohexane,,,,kg,,,,Emissions/air/unspecified,11fec91d-2393-406e-9241-712e31c3bcfc,,
C6H12,000563-78-0,,,kg,,,,Emissions/air/unspecified,27bccfa0-7933-4b50-9449-dbf9ba7c03b1,,
C6H14O3,,,,kg,,,,Emissions/air/unspecified,0160d76a-4636-45d6-a699-9615a637ad14,,
C6H4NCO,,,,kg,,,,Emissions/air/unspecified,b656e5d0-2a7a-4220-a8a6-722e1984f75d,,
C6H8,,,,kg,,,,Emissions/air/unspecified,6fd49159-0a06-40de-aa29-b03dafae12a0,,
C6H8O,027252-25-1,,,kg,,,,Emissions/air/unspecified,fa273f0c-075f-4a0f-9d7e-2eeeebdcdb40,,
C7 alkylbenzene,,,,kg,,,,Emissions/air/unspecified,7e17092a-e192-4ae5-ac70-b54db9e6f536,,
C7 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,e0baae41-1bc3-4aa4-a129-f733a6437394,,
C7 cycloparaffins,,,,kg,,,,Emissions/air/unspecified,3e63fab6-bd10-4517-9ab6-3c77a990b21c,,
C7 olefins,,,,kg,,,,Emissions/air/unspecified,5bec17eb-92c6-4255-8363-f00f2a2987e5,,
C7 paraffins,,,,kg,,,,Emissions/air/unspecified,e8a5a798-f82b-4795-b5f3-f4c4c80894f0,,
C7-C16,,,,kg,,,,Emissions/air/unspecified,220109a7-4d7b-41d6-9b39-66850e6e5752,,
C7H10,030640-46-1,,,kg,,,,Emissions/air/unspecified,6ea14a92-e6aa-465c-a236-3301f8cdb1b8,,
C7H12,,,,kg,,,,Emissions/air/unspecified,306c549f-95c2-4457-a624-14b98ae7916b,,
C7H12O,,,,kg,,,,Emissions/air/unspecified,1377d3a4-7800-441b-97fd-ebff4b1e8617,,
C7H14,000592-78-9,,,kg,,,,Emissions/air/unspecified,0be48501-fcc8-442d-aa0e-155347a67c69,,
C7H5NO,000103-71-9,,,kg,,,,Emissions/air/unspecified,2257923e-a66d-493a-ab5d-ffb039aeb4c3,,
C8 cycloparaffins,,,,kg,,,,Emissions/air/unspecified,2775dab8-5bcc-4d7e-b0c8-845ca3dc742d,,
C8 olefins,,,,kg,,,,Emissions/air/unspecified,53f8feab-f4cf-4736-9670-610f5d7cca68,,
C8 paraffins,,,,kg,,,,Emissions/air/unspecified,262793d9-c284-4ffb-917e-4eb46be18717,,
C8 phenols,,,,kg,,,,Emissions/air/unspecified,55669671-4cd4-4cdc-877a-8b0d8964daae,,
C8H14,,,,kg,,,,Emissions/air/unspecified,7dde03ef-4b03-4c17-94bf-a37cf7406f48,,
C8H16,000107-39-1,,,kg,,,,Emissions/air/unspecified,5ec1e127-d9f6-4ee8-a508-610808969930,,
C8H18,000564-02-3,,,kg,,,,Emissions/air/unspecified,dd0a97c4-f491-402f-b823-a6d55727b6bb,,
C9 compounds (diesel exhaust),,,,kg,,,,Emissions/air/unspecified,3e83cdb6-094b-4ef9-8c92-a4beb665209a,,
C9 cycloparaffins,,,,kg,,,,Emissions/air/unspecified,6613efce-5184-43ba-aded-7b00b57e6707,,
C9 olefins,,,,kg,,,,Emissions/air/unspecified,f3ba72f6-5b92-4e85-a379-67371ba64f32,,
C9 paraffins,,,,kg,,,,Emissions/air/unspecified,a8c671d0-cbee-4a52-90a2-d22cc37043f2,,
C9 phenols,,,,kg,,,,Emissions/air/unspecified,7d7f006e-8693-4cdc-b3f3-7f1960e5d076,,
C9H8,000095-13-6,,,kg,,,,Emissions/air/unspecified,eb4c3a4a-7e67-4463-9bde-2cefaab5f2f6,,
CaCrO4,013765-19-0,,,kg,,,,Emissions/air/unspecified,a54d50a5-aa27-41ec-b414-4e4d1780dd0c,,
cadmium and its compounds,,,,kg,,,,Emissions/air/unspecified,be61018e-002e-4ea9-80f3-b04bd169a91f,,
camphene,000079-92-5,,,kg,,,,Emissions/air/unspecified,9c2f93e9-209d-4bec-9a66-821bc39b8dee,,
caprolactam,000105-60-2,,,kg,,,,Emissions/air/unspecified,a7dc13c2-16ff-4078-ac8d-ad8877c2a17f,,
carbon disulfide,000075-15-0,,,kg,,,,Emissions/air/unspecified,cea0bfb7-025b-492d-8d99-e8e30cae7561,,
carbon-14,014762-75-5,,,kBq,,,,Emissions/air/unspecified,34748da0-6c74-4ade-9d4b-0e7492f192f3,,
carboxylic acids (average),,,,kg,,,,Emissions/air/unspecified,2453d600-3204-46f0-9e5c-041823b0a4f8,,
CdCl2,010108-64-2,,,kg,,,,Emissions/air/unspecified,0d87f248-697f-4f19-890c-142dd8ab28f6,,
CdO,001306-19-0,,,kg,,,,Emissions/air/unspecified,8e6c13f5-6e54-42a9-977c-6174b129dbf2,,
cesium-134,013967-70-9,,,kBq,,,,Emissions/air/unspecified,1e554ef8-f7e6-4b69-bf17-6d9061d5f719,,
cesium-137,010045-97-3,,,kBq,,,,Emissions/air/unspecified,dd576afa-f548-45e4-bfd9-10ad32b0b023,,
CF3CF2OCH3,,,,kg,,,,Emissions/air/unspecified,e3089c97-b44c-4a74-8439-d7b6575054d8,,
CH2FCF2CF3,000677-56-5,,,kg,,,,Emissions/air/unspecified,72ffc96a-2257-450c-aab7-5ca6032c3814,,
CH3OCF3,000421-14-7,,,kg,,,,Emissions/air/unspecified,44a0db25-1a12-40cd-8efb-4aa7597896fd,,
CHF2CHFCF3,000431-63-0,,,kg,,,,Emissions/air/unspecified,2bcabe67-ab64-4f32-ad0d-0dc0ca2b764c,,
CHF2OCF2OC2F4OCHF2,,,,kg,,,,Emissions/air/unspecified,5839612e-f8a5-4d15-ab91-8a88d264a585,,
chlorendic acid,000115-28-6,,,kg,,,,Emissions/air/unspecified,061cbd0d-4574-4eb5-a3b4-de42424cb11a,,
chlorfenvinfos,000470-90-6,,,kg,,,,Emissions/air/unspecified,41f1a4b2-270b-486d-9c2e-746b436ef81c,,
chlorobenzene,000108-90-7,,,kg,,,,Emissions/air/unspecified,6c8915ef-e746-404f-af29-3a1b48d68004,,
chloroform,000067-66-3,,,kg,,,,Emissions/air/unspecified,26bcb435-182d-4055-836b-5f540636ad53,,
chromium VI,018540-29-9,,,kg,,,,Emissions/air/unspecified,01521f44-cb27-496c-a813-82b515984425,,
chromium(VI) compounds,,,,kg,,,,Emissions/air/unspecified,b01c0476-9b53-46fa-b225-3919b1f2adf0,,
chrysene,000218-01-9,,,kg,,,,Emissions/air/unspecified,e3dd09df-b62e-4883-9890-2615d0ada675,,
"cis-1,2-dichloroethylene",000156-59-2,,,kg,,,,Emissions/air/unspecified,50fd5bd7-6e2b-4741-95f0-f519c356d149,,
"cis-1,4-dimethylcyclohexane",000624-29-3,,,kg,,,,Emissions/air/unspecified,7f2f2d99-3573-45dc-97cb-c9411dda850e,,
cis-2-hexene,007688-21-3,,,kg,,,,Emissions/air/unspecified,cbd75ecc-a36f-45c3-8859-dd1bd877aef9,,
cis-2-octene,007642-04-8,,,kg,,,,Emissions/air/unspecified,1f4baa82-d182-432b-97fa-f4e90d16dce4,,
cis-2-pentene,000627-20-3,,,kg,,,,Emissions/air/unspecified,d0baf8c6-04ca-4838-9cfd-6094a3fba7c6,,
cis-3-hexene,007642-09-3,,,kg,,,,Emissions/air/unspecified,60b003b0-a60d-4d02-b42e-245e55e0c9ae,,
CnH2n+2,,,,kg,,,,Emissions/air/unspecified,4b6aefc4-fd86-4aeb-9fc1-c3a98418c161,,
cobalt-58,013981-38-9,,,kBq,,,,Emissions/air/unspecified,4880940a-5a0a-4fc0-86df-452dab6f342f,,
cobalt-60,010198-40-0,,,kBq,,,,Emissions/air/unspecified,78eb3c65-f2e4-4649-88c1-fea7442d33a0,,
creosote,008001-58-9,,,kg,,,,Emissions/air/unspecified,9d721410-f187-4414-9518-a1b24366a577,,
cresol,001319-77-3,,,kg,,,,Emissions/air/unspecified,78bdc8f9-11db-4beb-be35-0a343ce928e5,,
CrO3,001333-82-0,,,kg,,,,Emissions/air/unspecified,cf7dd5da-2ea8-4e12-a490-c1d6ec2124ca,,
CrO4Pb,007758-97-6,,,kg,,,,Emissions/air/unspecified,3e830312-e634-46f0-8509-cb08da3999b0,,
CrO4Sr,007789-06-2,,,kg,,,,Emissions/air/unspecified,c0980923-5ac5-4928-9f63-a7863d42dc06,,
CrO4Zn,013530-65-9,,,kg,,,,Emissions/air/unspecified,0aa75606-6ab7-46dd-a07d-57d13e12c4ad,,
cumene,000098-82-8,,,kg,,,,Emissions/air/unspecified,6691f701-1260-4607-a3c9-994f4c597b33,,
cycloalkanes (average),,,,kg,,,,Emissions/air/unspecified,cba2b93b-34ca-44c5-a06b-f8c400575005,,
cycloheptane,000291-64-5,,,kg,,,,Emissions/air/unspecified,55cb21ef-04a7-47a3-9473-739f8745af17,,
cyclohexane,000110-82-7,,,kg,,,,Emissions/air/unspecified,fa567e7f-2694-4599-802f-f7060546a01a,,
cyclohexanol,000108-93-0,,,kg,,,,Emissions/air/unspecified,5a8bbb97-32d3-4663-b50e-f3a53bf2c9c6,,
cyclohexanone,000108-94-1,,,kg,,,,Emissions/air/unspecified,262a52a9-f886-44c8-8322-6dd841951a9e,,
cyclohexene,000110-83-8,,,kg,,,,Emissions/air/unspecified,5d8bb8f0-51e8-4d57-b4b2-d9cd60706667,,
"cyclopenta(c,d)pyrene",027208-37-3,,,kg,,,,Emissions/air/unspecified,122828cd-5af6-43c3-bae8-3056035356ea,,
cyclopentaanthracenes,,,,kg,,,,Emissions/air/unspecified,95a43d4b-4ef8-47a4-b630-81a6b14fd2f1,,
