Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1
cyclopentane,000287-92-3,,,kg,,,,Emissions/air/unspecified,d8dab730-cb9c-4681-8c68-3933bfe53382,,
cyclopentaphenanthrenes,,,,kg,,,,Emissions/air/unspecified,7822ebce-9c4c-425a-ab49-f246ebf7b28e,,
cyclopentene,000142-29-0,,,kg,,,,Emissions/air/unspecified,58fc8299-efc8-438c-abdd-9f697095b3ac,,
cyclopentylcyclopentane,,,,kg,,,,Emissions/air/unspecified,fe9e1c32-3523-42a8-a025-1e7c90f076aa,,
dazomet,000533-74-4,,,kg,,,,Emissions/air/unspecified,f41a8732-ad51-4714-ae07-d1dc5a2ff8c0,,
decabromophenyl ether,001163-19-5,,,kg,,,,Emissions/air/unspecified,55deae42-94eb-42d3-943e-dca50d798302,,
decaline,000091-17-8,,,kg,,,,Emissions/air/unspecified,4fc598a9-e1b8-42ff-b1bf-5b2b296176ea,,
decane,000124-18-5,,,kg,,,,Emissions/air/unspecified,0df82449-477c-4e95-b421-52792e091f24,,
denaturant,,,,kg,,,,Emissions/air/unspecified,5564679a-dc43-4419-b6b5-266e7ac9eefd,,
di(ethylphenyl)ethane,,,,kg,,,,Emissions/air/unspecified,2232cf31-8bec-4bb2-a387-34b55715db8d,,
dialkanes (averages),,,,kg,,,,Emissions/air/unspecified,e5479c5c-3026-4a98-8c51-5da9548e0497,,
"dibenz[a,h]anthracene",000053-70-3,,,kg,,,,Emissions/air/unspecified,66274aca-7428-4e30-9008-f535556859fb,,
dibenzanthracenes,,,,kg,,,,Emissions/air/unspecified,e9137817-277e-488b-a1ff-91e0e884a142,,
dibenzopyrenes,,,,kg,,,,Emissions/air/unspecified,91bff766-b738-4ee7-965e-800cc8ba1da0,,
dibenzphenanthrenes,,,,kg,,,,Emissions/air/unspecified,790c6c8e-c3db-4cf7-abed-ea539963da69,,
dibromomethane,000074-95-3,,,kg,,,,Emissions/air/unspecified,6f8fa6af-bf21-4662-b426-617aef1bda57,,
dibutyl ether,000142-96-1,,,kg,,,,Emissions/air/unspecified,0734cfe2-c4a5-4779-8c2d-e3ea9faf7c1e,,
dibutyl phthalate,000084-74-2,,,kg,,,,Emissions/air/unspecified,75fa3855-bd60-4c80-8518-8dc84e9b68af,,
di-C8 alkyl phthalate,,,,kg,,,,Emissions/air/unspecified,7e58ac42-3234-40b9-9704-8c737812f561,,
dichlorobenzenes,,,,kg,,,,Emissions/air/unspecified,e0fc7e39-1eba-4539-a8b4-4055770ccdc8,,
dichloromethane,000075-09-2,,,kg,,,,Emissions/air/unspecified,a9aec397-3bc9-4c58-8e26-0adeb08ef907,,
dichlorvos,000062-73-7,,,kg,,,,Emissions/air/unspecified,69eaadda-9e60-4ccf-8735-0db2cd6e528a,,
diethyl ketone,000096-22-0,,,kg,,,,Emissions/air/unspecified,8a5ad5c6-0fd3-466a-89c6-9995d21f48ae,,
diethylene glycol,000111-46-6,,,kg,,,,Emissions/air/unspecified,1ebdedbd-da5b-4983-8737-f9648a69c641,,
diethylene glycol mono-n-butyl ether,000112-34-5,,,kg,,,,Emissions/air/unspecified,f2871d53-8921-4e3b-85bd-90ed48205556,,
diethylmethylcyclohexane,,,,kg,,,,Emissions/air/unspecified,84e71c57-e378-4f74-8031-ea10dabc6565,,
dihydronapthalene,,,,kg,,,,Emissions/air/unspecified,8dbeac0b-4eb6-47c9-b5f2-f3c509aa0bfc,,
dihydroxynapthalenedione,,,,kg,,,,Emissions/air/unspecified,a9de0e79-5777-4ed4-b09e-dc0e85b51e93,,
diisopropyl ether,000108-20-3,,,kg,,,,Emissions/air/unspecified,55cf38a2-9d6b-4187-a7f5-bc4e1717f3d3,,
diisopropylbenzene (mixture),025321-09-9,,,kg,,,,Emissions/air/unspecified,0c357d53-cf72-4f37-a5a0-c256a27ee647,,
dimethoate,000060-51-5,,,kg,,,,Emissions/air/unspecified,0ac1835d-2395-46b4-80f7-eedd2e477475,,
dimethoxymethane,000109-87-5,,,kg,,,,Emissions/air/unspecified,a7f12b19-c144-4e04-a7fb-5f034d341870,,
dimethyl adipate,000627-93-0,,,kg,,,,Emissions/air/unspecified,84b48622-371f-41b5-8942-51abc2e720ed,,
dimethyl alkyl amines,,,,kg,,,,Emissions/air/unspecified,a734db7c-32b9-4702-8c16-9769c721c0cb,,
dimethyl carbonate,000616-38-6,,,kg,,,,Emissions/air/unspecified,24237a3e-9af6-4f77-a05e-96d4a7481627,,
dimethyl formamide,000068-12-2,,,kg,,,,Emissions/air/unspecified,a4578b23-9e65-4cf3-bf0f-2630c3d22e81,,
dimethyl glutarate,001119-40-0,,,kg,,,,Emissions/air/unspecified,4c07b495-01e5-4ef5-8986-26c8d68ea8f6,,
dimethyl pentane,,,,kg,,,,Emissions/air/unspecified,dd8f019a-ae4d-4f33-9087-c8ce9075b2eb,,
dimethyl phthalate,000131-11-3,,,kg,,,,Emissions/air/unspecified,1e43173f-eb96-44bb-84a4-60dfcd4621c0,,
dimethyl succinate,000106-65-0,,,kg,,,,Emissions/air/unspecified,90bb232e-0e80-4512-8782-cae2770c2bc4,,
dimethyl terephthalate,000120-61-6,,,kg,,,,Emissions/air/unspecified,81728b27-2d81-4bec-87fb-e30241c7ac4d,,
dimethylbenzylalcohol,,,,kg,,,,Emissions/air/unspecified,ba86fa6f-edb6-40e5-8542-63094f6bcca0,,
dimethylbutene,,,,kg,,,,Emissions/air/unspecified,268aebd2-c80f-4377-8f67-621664cdc69b,,
dimethylbutylcyclohexane,,,,kg,,,,Emissions/air/unspecified,c841bb12-7801-4efb-9853-34ae498f536e,,
dimethylcyclobutanone,,,,kg,,,,Emissions/air/unspecified,465ef2be-71cc-4ec8-a426-b47221f0b427,,
dimethylcyclohexane,027195-67-1,,,kg,,,,Emissions/air/unspecified,5d294aaf-4ed1-4e74-ab90-3393f1885a28,,
dimethylcyclopentane,028729-52-4,,,kg,,,,Emissions/air/unspecified,586acf26-f112-48e7-9cb9-8e5989796696,,
dimethylcyclopentenes,,,,kg,,,,Emissions/air/unspecified,c85569e5-0483-4cd2-a58f-e129ce1ddbcc,,
dimethyldecane,,,,kg,,,,Emissions/air/unspecified,1dbe3f1d-41fb-4287-84aa-b98012cf3423,,
dimethylethylbenzoic acid,,,,kg,,,,Emissions/air/unspecified,5ffc179f-f13a-4c57-bb4f-8d6cd0f8d842,,
dimethylethylcyclohexane,,,,kg,,,,Emissions/air/unspecified,07391d38-5e8d-456b-b53f-3364d3322b9d,,
dimethylheptanes,,,,kg,,,,Emissions/air/unspecified,83a4bfc4-1d1e-47eb-b6f4-ca6fb421d928,,
dimethylheptanol,,,,kg,,,,Emissions/air/unspecified,7fff064c-79cd-4cae-a087-82590106666a,,
dimethylhexadiene,,,,kg,,,,Emissions/air/unspecified,86f6887e-68c5-438c-b959-0a1302d065d0,,
dimethylhexanes,,,,kg,,,,Emissions/air/unspecified,565ebca7-4da6-473a-adf6-39eb41b58854,,
dimethylhexene,078820-82-3,,,kg,,,,Emissions/air/unspecified,93f405e8-f74d-4c69-9b75-fe8b9ada20ee,,
dimethylindans,,,,kg,,,,Emissions/air/unspecified,9b4a3bf1-2b35-4b74-bc1b-2494b0b7e92d,,
dimethylindene,,,,kg,,,,Emissions/air/unspecified,9eb6791a-82c3-4b97-8f67-a7fbbacac105,,
dimethylnaphthalene,028804-88-8,,,kg,,,,Emissions/air/unspecified,28bbacd0-3cae-4b56-b24b-71fefc85882b,,
dimethylnaphthyridine,,,,kg,,,,Emissions/air/unspecified,aaae2a61-8675-4c3c-b7c8-8bed585efb4f,,
dimethylnonanes,,,,kg,,,,Emissions/air/unspecified,95059ada-c10d-49a7-816b-25cc0fbd42fb,,
dimethyloctanes,,,,kg,,,,Emissions/air/unspecified,0754e318-b5bf-4d2b-b180-4cc5da2a1876,,
dimethyloctenes,,,,kg,,,,Emissions/air/unspecified,a50e3c27-45fc-450f-ba75-8e749f3c32c5,,
dimethyloctyne,,,,kg,,,,Emissions/air/unspecified,0d9d5f37-4489-44c3-aa74-4dc3821682c4,,
dimethylpentanol,,,,kg,,,,Emissions/air/unspecified,ae01051f-64c1-47d0-9127-386387332f1c,,
dimethylpentene,069852-93-3,,,kg,,,,Emissions/air/unspecified,50f29627-ebf6-4e91-b46c-9c40ea8085a2,,
dimethylundecane,079004-83-4,,,kg,,,,Emissions/air/unspecified,5196d5d6-3b75-4b71-aad3-74be60ae22a6,,
diphenyl amine,000122-39-4,,,kg,,,,Emissions/air/unspecified,0bace46e-2577-4fed-8341-236e8fe36ce6,,
dipropyl phthalate,000131-16-8,,,kg,,,,Emissions/air/unspecified,0a72d82b-644f-48ba-b868-5cd06d7fe3a0,,
di-sec-octyl phthalate,000117-81-7,,,kg,,,,Emissions/air/unspecified,87685182-7de0-43cf-a6be-980f8d52d181,,
divinyl benzene,001321-74-0,,,kg,,,,Emissions/air/unspecified,c3d7666d-4e11-475b-93f8-882a42dd938f,,
d-limonene,,,,kg,,,,Emissions/air/unspecified,7bd0044b-b762-4201-9704-c48ce7dbcbff,,
dodecafluoropentane,000678-26-2,,,kg,,,,Emissions/air/unspecified,3e707db1-ae8d-424d-8b86-9ac887e19eb6,,
dodecane,000112-40-3,,,kg,,,,Emissions/air/unspecified,0baf053b-9d3c-4769-99d3-ed45fcda9f1b,,
epichlorohydrin,000106-89-8,,,kg,,,,Emissions/air/unspecified,b0a5717e-e5cd-48d2-b19b-5762bf2862b9,,
esters (average),,,,kg,,,,Emissions/air/unspecified,80caa8e0-24b6-4e40-b63c-2d97a9443e79,,
ethane,000074-84-0,,,kg,,,,Emissions/air/unspecified,b94b0a33-6152-4e56-b35d-94efa290b2de,,
ether,000060-29-7,,,kg,,,,Emissions/air/unspecified,33928211-d533-4c63-aae9-f87253548e37,,
ethers (average),,,,kg,,,,Emissions/air/unspecified,3bc36d1d-0e3c-4ff3-a325-b7243b7eb2f5,,
ethion,000563-12-2,,,kg,,,,Emissions/air/unspecified,a714cdb6-0d9b-4789-a0e0-c0ba219ddd4a,,
ethyl acetate,000141-78-6,,,kg,,,,Emissions/air/unspecified,c1eecc68-738a-4c09-a15b-e42e554e55b7,,
ethyl acrylate,000140-88-5,,,kg,,,,Emissions/air/unspecified,2dfeaf8a-080a-46a6-b51c-8211e09395f6,,
ethyl amine,000075-04-7,,,kg,,,,Emissions/air/unspecified,d596fa8d-42f1-421f-9d59-8d5f99e2a52f,,
ethyl benzene,000100-41-4,,,kg,,,,Emissions/air/unspecified,c1f85acd-88e5-4fbc-bd23-fd9466e678e2,,
ethyl hexane,000619-99-8,,,kg,,,,Emissions/air/unspecified,770cac52-d666-4b9b-9b91-aa20b2a65cd0,,
ethyl hexanoate,000123-66-0,,,kg,,,,Emissions/air/unspecified,6cff15d9-ecba-48b6-ab97-22f53458fc20,,
ethyl tert-butyl ether,000637-92-3,,,kg,,,,Emissions/air/unspecified,9ccc55c5-cbb5-4bf2-be54-48abf1118180,,
ethylacetylene,000107-00-6,,,kg,,,,Emissions/air/unspecified,ae777f90-8ba2-4f0a-9925-be20a656946f,,
ethylbicycloheptane,,,,kg,,,,Emissions/air/unspecified,1ec3470a-3e06-4ae4-8778-18be68f114d7,,
ethylcyclohexane,001678-91-7,,,kg,,,,Emissions/air/unspecified,b23f94b1-2ee0-42c3-bf98-f7a4d11ea9b7,,
ethylcyclopentane,001640-89-7,,,kg,,,,Emissions/air/unspecified,7242002b-1446-4774-9579-ea5eebc6c605,,
ethylcyclopentene,,,,kg,,,,Emissions/air/unspecified,f28aec68-7b72-441b-a18d-17ac2061eff7,,
ethyldimethylbenzene,,,,kg,,,,Emissions/air/unspecified,963b58bd-e34e-4682-93a1-2ebb56d8eb66,,
ethyldimethylcyclohexane,,,,kg,,,,Emissions/air/unspecified,c169b688-f8e5-4e8e-87ac-ed2ed5e73d11,,
ethyldimethyloctane,,,,kg,,,,Emissions/air/unspecified,1abc7449-c614-4d0d-8dad-1921fdcd4661,,
ethyldimethylpentane,086571-39-3,,,kg,,,,Emissions/air/unspecified,89bb3367-b551-4020-bd57-406717b77196,,
ethyldimethylphenol,,,,kg,,,,Emissions/air/unspecified,8fea0ee4-5c2b-4f09-8c43-d3ed220485e5,,
ethylene oxide,000075-21-8,,,kg,,,,Emissions/air/unspecified,91b9230e-860a-4ba2-8261-fd9121bbbf9a,,
ethyleneamines,,,,kg,,,,Emissions/air/unspecified,8cf3ffd3-5fae-447d-9247-3789f1534840,,
ethyleneimine,000151-56-4,,,kg,,,,Emissions/air/unspecified,5fc67021-8682-4806-9fc0-e56e58d08718,,
ethylheptane,,,,kg,,,,Emissions/air/unspecified,77c66731-a2e4-40e2-b67f-523404920e5a,,
ethylheptene,,,,kg,,,,Emissions/air/unspecified,9958fd0f-eef1-455e-acf1-b0657a1706b9,,
ethylindan,,,,kg,,,,Emissions/air/unspecified,2fc627d0-70a2-4a39-abb7-5d2fde11ae94,,
ethylmethylcyclohexane,,,,kg,,,,Emissions/air/unspecified,0cce4e9f-4fb7-4767-ac7a-ce8699b47f58,,
ethylmethylcyclopentane,,,,kg,,,,Emissions/air/unspecified,2a149c27-8b54-42d6-8333-fd2e228db6ca,,
ethylmethylhexane,,,,kg,,,,Emissions/air/unspecified,58ed1e91-2756-4376-9041-e8bc43255934,,
ethylmethyloctane,,,,kg,,,,Emissions/air/unspecified,71c3c19d-19f5-497c-93f6-47d348edd0f9,,
ethyloctane,,,,kg,,,,Emissions/air/unspecified,5d138db9-088d-4409-b11c-23cdbadf97c5,,
ethyloctene,,,,kg,,,,Emissions/air/unspecified,cf4c7cdc-7a31-4f07-9ba7-290848e80b3c,,
ethylpentene,,,,kg,,,,Emissions/air/unspecified,f1cd41f2-cd91-420e-ab32-f39ce1b10f55,,
ethylphenylphenylethane,,,,kg,,,,Emissions/air/unspecified,84c4d0c0-2a88-4932-935a-bdc455abdc2a,,
ethylpropylcyclohexane,,,,kg,,,,Emissions/air/unspecified,844ed3eb-3612-44e9-aa93-76961f5bff97,,
ethyltoluene,025550-14-5,,,kg,,,,Emissions/air/unspecified,fbf6628f-27a5-460e-a32c-1ce231e4c467,,
fenitrothion,000122-14-5,,,kg,,,,Emissions/air/unspecified,5093e64e-a557-47db-8f7f-ac0eaffb8569,,
fenthion,000055-38-9,,,kg,,,,Emissions/air/unspecified,98775ce2-9bdd-405f-8230-01e89abcf73c,,
fluoranthene,000206-44-0,,,kg,,,,Emissions/air/unspecified,33cae50b-87c3-41e0-99dd-0199cbf14df9,,
fluorene,000086-73-7,,,kg,,,,Emissions/air/unspecified,88105339-4e2c-417a-95ee-ac689f3cf08d,,
formaldehyde,000050-00-0,,,kg,,,,Emissions/air/unspecified,6bf3ba36-2e11-45e9-a08e-c5ff02ff854e,,
formic acid,000064-18-6,,,kg,,,,Emissions/air/unspecified,5aedbc6f-2b06-4315-a6f6-ad2fc2c6f0f8,,
furfural,000098-01-1,,,kg,,,,Emissions/air/unspecified,8a733dc4-135c-42a6-81ff-d6ab4df82552,,
furfuryl alcohol,000098-00-0,,,kg,,,,Emissions/air/unspecified,1b7f4d51-7ddf-41bf-9a44-675c58327311,,
glycerin,000056-81-5,,,kg,,,,Emissions/air/unspecified,1f9d9ef8-cb4c-40eb-9598-0c36fe92e793,,
glycols (average),,,,kg,,,,Emissions/air/unspecified,a8d6f568-7e81-4405-9573-16da11b4e254,,
glyoxal,000107-22-2,,,kg,,,,Emissions/air/unspecified,bf5f6b4d-e643-4b78-9eac-236e201ca5fa,,
halocarbons (average),,,,kg,,,,Emissions/air/unspecified,aea7c3d3-63e1-4cc7-ae95-26247f4dc044,,
Halon-1201,001511-62-2,,,kg,,,,Emissions/air/unspecified,3b135119-f75c-4be0-9abc-961e65aad80d,,
Halon-1202,000075-61-6,,,kg,,,,Emissions/air/unspecified,5461d764-caaa-487c-9c37-0887e8afcb98,,
Halon-2311,000151-67-7,,,kg,,,,Emissions/air/unspecified,eaa3addb-1b3b-4122-b90c-8f048cfb0e4e,,
Halon-2401,000124-72-1,,,kg,,,,Emissions/air/unspecified,80766b27-774f-4123-9768-e1d48f9847ce,,
HCFE-235da2,026675-46-7,,,kg,,,,Emissions/air/unspecified,02976ec8-8be6-4ab1-b6ac-ba68a7ab8b38,,
HEF-7200,163702-05-4,,,kg,,,,Emissions/air/unspecified,c6896d2d-d07d-48b8-9548-c18898a7f08a,,
heptadienal,,,,kg,,,,Emissions/air/unspecified,30711bc1-e852-4e5f-992b-b52839a11c99,,
heptan-2-one,000110-43-0,,,kg,,,,Emissions/air/unspecified,d1cd33ce-b901-4f06-b71c-aad28db53c1a,,
heptane,000142-82-5,,,kg,,,,Emissions/air/unspecified,2e391d43-1c49-4d1c-a697-096499cd4806,,
hexadecane,000544-76-3,,,kg,,,,Emissions/air/unspecified,1f26e6e0-5c9a-4bc8-a48a-b60fdbffd519,,
hexadienal,,,,kg,,,,Emissions/air/unspecified,d23332e5-43c9-4e9e-9b88-e8fff9ac63e0,,
hexamethylene diamine,000124-09-4,,,kg,,,,Emissions/air/unspecified,28dc82de-9b87-4fc5-9c47-f99cae89fb74,,
hexanal,000066-25-1,,,kg,,,,Emissions/air/unspecified,7bafd0b8-2eed-4222-b74f-fcd3a0dec816,,
hexane,000110-54-3,,,kg,,,,Emissions/air/unspecified,81a387af-c481-4393-b147-329e73f2111b,,
hexyne,,,,kg,,,,Emissions/air/unspecified,a2b02c47-1972-4397-bc0f-1745ebfd6944,,
HFC-125,000354-33-6,,,kg,,,,Emissions/air/unspecified,33138df8-c51c-4c6c-b495-a568384d766c,,
HFC-134,000359-35-3,,,kg,Element or Compound,,,Emissions/air/unspecified,ab6e32a3-8802-4cad-b04a-b57c2d4b3470,,
HFC-143,000430-66-0,,,kg,,,,Emissions/air/unspecified,26837980-8af1-4d95-bfba-cc1450287fde,,
HFC-143a,000420-46-2,,,kg,,,,Emissions/air/unspecified,c43f00ee-72ce-4086-a5c6-c82e18b9743c,,
HFC-152,000624-72-6,,,kg,,,,Emissions/air/unspecified,69168c3d-fac6-4e95-9542-49e9abc2e9f9,,
HFC-152a,000075-37-6,,,kg,,,,Emissions/air/unspecified,bafebaaa-26e5-43a4-955d-0577fb307299,,
HFC-161,000353-36-6,,,kg,Element or Compound,,,Emissions/air/unspecified,e1440a84-552c-4f54-af27-df8dcbf87856,,
HFC-227,000431-89-0,,,kg,,,,Emissions/air/unspecified,7cecbf6c-260b-42e4-abe6-1f1770e90876,,
HFC-23,000075-46-7,,,kg,,,,Emissions/air/unspecified,f16fa608-03b8-420b-81c3-7d6080d34dd8,,
HFC-236cb,138495-42-8,,,kg,Element or Compound,,,Emissions/air/unspecified,95289101-ee3d-4f26-8c2f-84e3ca091e8e,,
HFC-236fa,000690-39-1,,,kg,,,,Emissions/air/unspecified,9e32f4d6-7468-4dfe-8138-3737773bb2c9,,
HFC-245ca,000679-86-7,,,kg,,,,Emissions/air/unspecified,d77b032c-9a37-424c-89db-e349a8193bc5,,
HFC-245fa,000460-73-1,,,kg,,,,Emissions/air/unspecified,c1aed266-439f-4735-8026-7cb9ea728650,,
HFC-32,000075-10-5,,,kg,,,,Emissions/air/unspecified,2fe5b0b1-dc53-4d60-9ff3-59c1fe7f583a,,
HFC-365mfc,000406-58-6,,,kg,Element or Compound,,,Emissions/air/unspecified,9cfc18cf-36ae-4dee-a3c4-a9914958ab83,,
HFC-41,000593-53-3,,,kg,,,,Emissions/air/unspecified,81312109-4a05-43ed-b65e-5c57f1899d14,,
HFE 263fb2,000460-43-5,,,kg,,,,Emissions/air/unspecified,6e31c9a5-d15d-47be-83d5-5550cc15328d,,
HFE 365mcf3,,,,kg,,,,Emissions/air/unspecified,9413d1be-d227-4862-a520-8b2c468a4e53,,
HFE-125,003822-68-2,,,kg,,,,Emissions/air/unspecified,f6180236-259b-4845-912a-44dbb9bf3cf5,,
HFE-134,001691-17-4,,,kg,,,,Emissions/air/unspecified,23b733f5-6372-4eb1-b3a8-4c2e39d16332,,
HFE-227ea,002356-62-9,,,kg,,,,Emissions/air/unspecified,243ded30-d262-4a29-9c47-21cfbfd6df81,,
HFE-236ea2,057041-67-5,,,kg,,,,Emissions/air/unspecified,509a8321-05aa-4bc3-b735-d4d8bd976057,,
HFE-236fa,020193-67-3,,,kg,,,,Emissions/air/unspecified,f6d9bee3-2585-4118-9f40-1d462993a4e0,,
HFE-245cb2,022410-44-2,,,kg,,,,Emissions/air/unspecified,3fefc5bb-5c08-4e0e-90fe-2b3d84480535,,
HFE-245fa1,,,,kg,,,,Emissions/air/unspecified,385ca58f-f2f1-4a50-a0d0-1467a8383f63,,
HFE-245fa2,001885-48-9,,,kg,,,,Emissions/air/unspecified,18d3a590-c8ad-459f-be44-c111c73a9a30,,
HFE-254cb2,000425-88-7,,,kg,,,,Emissions/air/unspecified,65cb3038-d356-4943-be73-2a646fe679c7,,
HFE-329mcc2,067490-36-2,,,kg,,,,Emissions/air/unspecified,28dedd0f-3a37-4103-b570-2371ffb4ef19,,
HFE-338mcf2,000156-05-3,,,kg,,,,Emissions/air/unspecified,460115b0-b7cc-48ce-b7b2-9b0c3f87a3b9,,
HFE-347mcc3,000406-78-0,,,kg,,,,Emissions/air/unspecified,44868f97-20f8-43f5-a751-ab162c139503,,
HFE-347mcf2,,,,kg,,,,Emissions/air/unspecified,bb50eda0-eb93-490e-8d2c-73f04c023ff4,,
HFE-347pcf2,,,,kg,,,,Emissions/air/unspecified,9b647f17-1f34-4bf2-9124-8baff9aad371,,
HFE-356mec3,000382-34-3,,,kg,,,,Emissions/air/unspecified,ab0ed9b1-753d-4321-a0fc-6d8a0035d3ef,,
HFE-356pcc3,,,,kg,,,,Emissions/air/unspecified,648dda39-4db5-42b9-af59-8755d4e57252,,
HFE-356pcf2,,,,kg,,,,Emissions/air/unspecified,bbf9d44b-7ff6-403c-9d66-e0634cca1df8,,
HFE-356pcf3,035042-99-0,,,kg,,,,Emissions/air/unspecified,ade9b374-22da-46e4-a193-310c9a730e69,,
HFE-374pc2,000512-51-6,,,kg,,,,Emissions/air/unspecified,1ca344b0-96b5-4eb2-a41f-af1ad2bcc431,,
HFE-374pcf2,,,,kg,,,,Emissions/air/unspecified,3e7e25ea-455b-41b3-8513-29ab6f85d21f,,
HFE-7100,163702-07-6,,,kg,,,,Emissions/air/unspecified,53e14984-c956-488b-bf79-e1a318ac6497,,
HG-01,,,,kg,,,,Emissions/air/unspecified,794a0a08-c3ee-4273-b6b1-bf491e1a675b,,
HG-10,,,,kg,,,,Emissions/air/unspecified,b6376db5-c891-40dd-8c72-d50bb7c3ab26,,
H-Galden 1040x,,,,kg,,,,Emissions/air/unspecified,19b64a2f-81af-4bb5-aa0a-5d06a9351de8,,
HNO3,007697-37-2,,,kg,,,,Emissions/air/unspecified,13221ded-2c17-4894-a2ee-c2c11dedd336,,
hydrazine,000302-01-2,,,kg,,,,Emissions/air/unspecified,5a773121-e5d0-42c7-ad7f-d960c692d571,,
hydrogen-3,010028-17-8,,,kBq,,,,Emissions/air/unspecified,5e708bc4-fa81-4b43-8cba-fb3bc9d6451a,,
indan,000496-11-7,,,kg,,,,Emissions/air/unspecified,dcbafacf-43c3-4a44-9756-eacad1036dc6,,
"indeno(1,2,3-cd)pyrene",000193-39-5,,,kg,,,,Emissions/air/unspecified,d9135b15-5357-41b8-a04f-e3b25cb2ff72,,
iodine-129,015046-84-1,,,kBq,,,,Emissions/air/unspecified,b30dfadd-3948-4ab9-b4f5-bcaaf15a4682,,
iodine-131,010043-66-0,,,kBq,,,,Emissions/air/unspecified,a5362c77-e1cb-442a-a92b-22b6958149ac,,
iodine-133,014834-67-4,,,kBq,,,,Emissions/air/unspecified,e81a0ceb-58c0-4cef-a3be-1412858557c4,,
iodotrifluoromethane,002314-97-8,,,kg,,,,Emissions/air/unspecified,043dc403-ea71-4d94-a554-dce59adb8ac8,,
isobutane,000075-28-5,,,kg,,,,Emissions/air/unspecified,27220039-ba8a-4fba-ada7-c9c47ce7262c,,
isobutanol,000078-83-1,,,kg,,,,Emissions/air/unspecified,b4f90ac2-3809-48cc-82ac-d26a5097e663,,
isobutyl acetate,000110-19-0,,,kg,,,,Emissions/air/unspecified,77856cfa-e212-4824-ab67-633ad2e84735,,
isobutyl acrylate,000106-63-8,,,kg,,,,Emissions/air/unspecified,9b8ef9ca-e616-464d-bf32-92d62f2904c9,,
isobutyl isobutyrate,000097-85-8,,,kg,,,,Emissions/air/unspecified,aa8c4489-1f95-463e-a4fb-268da710bfc9,,
isobutylbenzene,000538-93-2,,,kg,,,,Emissions/air/unspecified,ca2edaf5-ee57-4941-8013-57ab28f33356,,
isobutyraldehyde,000078-84-2,,,kg,,,,Emissions/air/unspecified,f71f1b82-735d-4bc8-89d7-ad3b8f06f578,,
isomers of butene,,,,kg,,,,Emissions/air/unspecified,5b7c467a-1cec-48c7-83f8-2ac445370057,,
isomers of butylbenzene,,,,kg,,,,Emissions/air/unspecified,e82fd0e2-2b59-41cf-8f2f-b4ccaa6e71fb,,
isomers of C10H10,,,,kg,,,,Emissions/air/unspecified,33b8354a-3cf0-4ea2-816f-284a53499c49,,
isomers of C10H18,,,,kg,,,,Emissions/air/unspecified,66867c58-7d02-47d7-957d-a9164ae9e877,,
isomers of C11H20,,,,kg,,,,Emissions/air/unspecified,4ce3552b-72d0-42b3-9995-1843afecd849,,
isomers of C9H16,,,,kg,,,,Emissions/air/unspecified,b8aa3547-2c57-47b5-b876-7ba67048c6bc,,
isomers of decane,,,,kg,,,,Emissions/air/unspecified,3e7988b7-a1b9-4f9f-9102-9c3f2eedc6ce,,
isomers of diethylbenzene,,,,kg,,,,Emissions/air/unspecified,68ed8dba-14bc-47b3-97f7-1b710895b2b3,,
isomers of dodecane,,,,kg,,,,Emissions/air/unspecified,d1cbdba1-aa2a-462c-9276-be79de0c40a9,,
isomers of ethyltoluene,,,,kg,,,,Emissions/air/unspecified,0af56b2b-0719-44ba-bfd5-4b1eaa9a4813,,
isomers of heptadecane,,,,kg,,,,Emissions/air/unspecified,79877f11-06fa-48e1-85a5-d72d0a08bfbb,,
isomers of heptane,,,,kg,,,,Emissions/air/unspecified,407562fa-bf39-4bfd-adbf-5d0935af0739,,
isomers of hexane,,,,kg,,,,Emissions/air/unspecified,a13ef72e-5e10-43f7-8420-67408e03bd50,,
isomers of nonane,,,,kg,,,,Emissions/air/unspecified,609988c5-a9c5-49c6-b7b1-a2cec8465906,,
isomers of octadecane,,,,kg,,,,Emissions/air/unspecified,1e826c19-c90c-48a8-aa34-d356c98b366d,,
isomers of octane,,,,kg,,,,Emissions/air/unspecified,cd26fa1c-730d-4cd3-b4af-6bd6cf94646c,,
isomers of pentadecane,,,,kg,,,,Emissions/air/unspecified,b3713194-e52b-41d3-89d4-b01fc41ef9cc,,
isomers of pentane,,,,kg,,,,Emissions/air/unspecified,3d1063cb-dcb1-45b9-a96a-ce908d3fe3e0,,
isomers of pentene,,,,kg,,,,Emissions/air/unspecified,91ef0bd1-c689-463a-b061-efc48e027f30,,
isomers of propylbenzene,,,,kg,,,,Emissions/air/unspecified,bc3cc674-a278-47a3-8900-0b291fdf8675,,
isomers of tetradecane,,,,kg,,,,Emissions/air/unspecified,06c38555-4b49-4262-9265-40ebca0f6417,,
isomers of tridecane,,,,kg,,,,Emissions/air/unspecified,04c6675d-08d7-432b-840d-821aca67b9fb,,
isomers of undecane,,,,kg,,,,Emissions/air/unspecified,485ac959-114d-49c3-ad41-07ba2fca5871,,
isomers of xylene,,,,kg,,,,Emissions/air/unspecified,16f20880-b91d-4a60-b957-9a908c48deaa,,
isopentane,000078-78-4,,,kg,,,,Emissions/air/unspecified,b553f342-520e-4c1e-81b2-cbd39b9c06bf,,
