Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,,,,,,,,,FlowInternalID,UsedYn,,
monoethanolamine,000141-43-5,,,kg,Element or Compound,,,Emissions/air/unspecified,6e95a620-ca5c-4fe8-b6ac-c7c76b88012f,,,,,,,,,,,,2199823,0,,Groups of Chemicals 
naphthalene,000091-20-3,,,kg,Element or Compound,,,Emissions/air/unspecified,8119b2e6-672c-4ce3-b8b2-84a6abaf2169,,,,,,,,,,,,2199828,0,,Element or Compound
nickel compounds,,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,318afd42-d84e-4c3c-a4d1-3032874724f9,,,,,,,,,,,,2199836,0,,Element or Compound
nitrobenzene,000098-95-3,,,kg,Element or Compound,,,Emissions/air/unspecified,ccb48fe0-df0d-4314-a403-d5f24743b188,,,,,,,,,,,,2199844,0,,Element or Compound
nonylphenol,025154-52-3,,,kg,Element or Compound,,,Emissions/air/unspecified,3690333b-1245-44f9-acc2-73d0794c0e1a,,,,,,,,,,,,2199852,0,,Element or Compound
o-phenylphenol,000090-43-7,,,kg,Element or Compound,,,Emissions/air/unspecified,946d6dbe-5ea8-450d-bc0c-838d01bd2d42,,,,,,,,,,,,2199863,0,,Element or Compound
phenol,000108-95-2,,,kg,Element or Compound,,,Emissions/air/unspecified,4038fc75-f223-421c-a8d1-4b04ba912546,,,,,,,,,,,,2199893,0,,
phthalic anhydride,000085-44-9,,,kg,Element or Compound,,,Emissions/air/unspecified,ff6deb46-f402-4516-bc0b-fee4cb609f99,,,,,,,,,,,,2199896,0,,Element or Compound
propargite,002312-35-8,,,kg,Element or Compound,,,Emissions/air/unspecified,aa387f66-c409-49bd-973e-e9a3c96a542f,,,,,,,,,,,,2199905,0,,
propylene oxide,000075-56-9,,,kg,Element or Compound,,,Emissions/air/unspecified,ffd672b7-f584-42ae-8ce0-9fb6fb5945b5,,,,,,,,,,,,2199913,0,,Water
R-40,000074-87-3,,,kg,Element or Compound,,,Emissions/air/unspecified,dc7d931a-fcca-4706-b1ab-709a272a783c,,,,,,,,,,,,2199919,0,,Water
selenium,007782-49-2,,,kg,Element or Compound,,,Emissions/air/unspecified,d0f1d4c7-220c-4ed3-80af-7213b270925a,,,,,,,,,,,,2199925,0,,Element or Compound
styrene,000100-42-5,,,kg,Element or Compound,,,Emissions/air/unspecified,8d117abe-ee38-4755-a0b7-fe9750e1f89e,,,,,,,,,,,,2199929,0,,
terephthalic acid,000100-21-0,,,kg,Element or Compound,,,Emissions/air/unspecified,290439fb-cbc8-4e78-bd70-166dda57077b,,,,,,,,,,,,2199934,0,,
tetrachloroethene,000127-18-4,,,kg,Element or Compound,,,Emissions/air/unspecified,cf0a1176-267a-45c9-a91f-d2fd609acb6d,,,,,,,,,,,,2199938,0,,
thiourea,000062-56-6,,,kg,Element or Compound,,,Emissions/air/unspecified,87d57e94-1380-43c5-af0f-7ff785359a5f,,,,,,,,,,,,2199946,0,,
thiram,000137-26-8,,,kg,Element or Compound,,,Emissions/air/unspecified,7f34ae1e-857b-4611-87dd-c2cb332262f9,,,,,,,,,,,,2199947,0,,
toluene,000108-88-3,,,kg,Element or Compound,,,Emissions/air/unspecified,c2ffcbf7-29c0-49fb-abd2-67854da44491,,,,,,,,,,,,2199949,0,,
trichloroethene,000079-01-6,,,kg,Element or Compound,,,Emissions/air/unspecified,7547d2d5-ada5-4496-802f-7e6674856ef9,,,,,,,,,,,,2199964,0,,
trichlorofon,000052-68-6,,,kg,Element or Compound,,,Emissions/air/unspecified,b2ae3382-3e58-438e-928d-da6c61dc2e5e,,,,,,,,,,,,2199965,0,,
vinyl acetate,000108-05-4,,,kg,Element or Compound,,,Emissions/air/unspecified,d38d8a41-922f-48f2-8191-94780044cf0f,,,,,,,,,,,,2199990,0,,
vinyl chloride,000075-01-4,,,kg,Element or Compound,,,Emissions/air/unspecified,2bd03905-f73e-4d5f-99ff-6e7a9776c6e8,,,,,,,,,,,,2199991,0,,
xylene (all isomers),001330-20-7,,,kg,Element or Compound,,,Emissions/air/unspecified,ab631a1c-ead8-4ff9-bf6e-72eecfddf163,,,,,,,,,,,,2199994,0,,
ziram,000137-30-4,,,kg,Element or Compound,,,Emissions/air/unspecified,f434fc07-a563-4030-bd6b-45dfb702484e,,,,,,,,,,,,2199997,0,,
"Radon (Rn-222)), urban air close to ground",014859-67-7,,,kBq,Element or Compound,,,Emissions/air/urban air close to ground,{7964EB8A-C2A9-4665-805C-D77684DF13C3},,,,,,,,,,,,2202001,0,,
"Polonium (Po-210), urban air close to ground",013981-52-7,,,kBq,Element or Compound,,,Emissions/air/urban air close to ground,{7A490BA3-6532-42BA-ABF4-D75F36607FE3},,,,,,,,,,,,2204001,0,,
Noble gas,,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{ACB296AB-9DEB-4DC4-B1BD-29AE38528FFC},,,,,,,,,,,,2205002,0,,
Krypton (Kr-85),013983-27-2,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{89CD1E8F-0702-429C-BE40-EFF483ADC969},,,,,,,,,,,,2206002,0,,
Iodine (I-129),015046-84-1,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{56E4B2AD-7CCE-4C09-8EE0-DB9E975B8C07},,,,,,,,,,,,2208002,0,,
Iodine (I-131),014834-67-4,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{6990C915-389B-43C4-AE7E-2DE94DAFDFFD},,,,,,,,,,,,2209002,0,,
Tritium (H-3),010028-17-8,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{9418E5A7-FBB2-4B66-B517-AEE9F688CEEB},,,,,,,,,,,,2210002,0,,
uranium,010045-97-3,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{07B2B7FD-0721-4BA1-9A2A-149090C22C28},,,,,,,,,,,,2211002,0,,
Carbon (C-14),014762-75-5,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{84CE5D15-CF4F-4952-A653-C4C010C4817E},,,,,,,,,,,,2212002,0,,
Cesium (Cs-137),,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{5A3B2031-6E04-4408-AC24-710C650A8CFF},,,,,,,,,,,,2213002,0,,
Strontium (Sr-90),010098-97-2,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{EA86AE5C-244D-4492-9A38-41F9FA143D03},,,,,,,,,,,,2217002,0,,
Radionuclide (alpha emitters),,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{F0FF0652-ECEE-4B93-B2F3-D62492199C5A},,,,,,,,,,,,2291002,0,,
Radionuclide ( (beta - gamma emitters),,,,kBq,Element or Compound,,,Emissions/air/urban high stacks,{7E118AAD-6A36-4B29-898D-8CA446ABE7C4},,,,,,,,,,,,2292002,0,,
2-(dimethylamino)ethyl acrylate,002439-35-2,,,kg,Element or Compound,,,Emissions/air/unspecified,4b2653e6-220b-44fa-b7da-114a26300146,,,,,,,,,,,,002P22005,0,,
2-hydroxyethyl acrylate,000818-61-1,,,kg,Element or Compound,,,Emissions/air/unspecified,5dfbea79-b63a-4bc5-b8b1-1edc4ef014e9,,,,,,,,,,,,002P22006,0,,Element or Compound
acrylonitrile,000107-13-1,,,kg,Element or Compound,,,Emissions/air/unspecified,2f7fcb06-c2d4-4598-aebd-cc029fdc41a3,,,,,,,,,,,,002P22009,0,,Element or Compound
acetonitrile,000075-05-8,,,kg,Element or Compound,,,Emissions/air/unspecified,b84f4839-a495-436a-ab2e-0d20bc5ac7da,,,,,,,,,,,,002P22013,0,,Element or Compound
acetone cyanohydrin,000075-86-5,,,kg,Element or Compound,,,Emissions/air/unspecified,ba2e89e5-e774-4c36-ab68-3c1904974bfb,,,,,,,,,,,,002P22014,0,,
"2,2'-azobisisobutyronitrile",000078-67-1,,,kg,Element or Compound,,,Emissions/air/unspecified,896f6282-cfd4-4eee-a420-eeba494efa89,,,,,,,,,,,,002P22016,0,,
o-anisidine,000090-04-0,,,kg,Element or Compound,,,Emissions/air/unspecified,3b13cfd4-a56b-4b08-aaa7-ec37b162afba,,,,,,,,,,,,002P22017,0,,
m-aminophenol,000591-27-5,,,kg,Element or Compound,,,Emissions/air/unspecified,f391a152-fc2f-4286-93ca-78581dfba741,,,,,,,,,,,,002P22024,0,,
3-amino-1-propene,000107-11-9,,,kg,Element or Compound,,,Emissions/air/unspecified,2ee8b1bb-b171-4359-9f60-93c533f2160c,,,,,,,,,,,,002P22026,0,,
allyl alcohol,000107-18-6,,,kg,Element or Compound,,,Emissions/air/unspecified,cf7adb6a-07d4-481a-bd09-e66b67c7e45a,,,,,,,,,,,,002P22028,0,,
"1-allyloxy-2,3-epoxypropane",000106-92-3,,,kg,Element or Compound,,,Emissions/air/unspecified,c8c08cfd-855d-4cde-86de-5a82f36ab453,,,,,,,,,,,,002P22029,0,,
n-alkylbenzenesulfonic acid and its salts(alkyl C=10-14),No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,{F7A4D29B-17C7-4155-A631-9097A30F501F},,,,,,,,,,,,002P22030,0,,
"3-isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate",004098-71-9,,,kg,Element or Compound,,,Emissions/air/unspecified,9b4556f4-eac1-4b6f-91ab-9e67904fd6a6,,,,,,,,,,,,002P22034,0,,
"4,4'-isopropylidenediphenol",000080-05-7,,,kg,Element or Compound,,,Emissions/air/unspecified,8d63cfdb-d3ce-461f-b685-c3f143bf3db3,,,,,,,,,,,,002P22037,0,,
"2,2'-{isopropylidenebis[(2,6-dibromo-4,1-phenylene)oxy]}diethanol",004162-45-2,,,kg,Element or Compound,,,Emissions/air/unspecified,6789a534-baf2-42e4-b247-7f310672bd34,,,,,,,,,,,,002P22038,0,,
3'-isopropoxy-2-trifluoromethylbenzanilide,066332-96-5,,,kg,Element or Compound,,,Emissions/air/unspecified,48d44810-8461-4f08-b203-99c682506c91,,,,,,,,,,,,002P22041,0,,
2-imidazolidinethione,000096-45-7,,,kg,Element or Compound,,,Emissions/air/unspecified,5938a198-13a5-46ca-a067-311bc2235b66,,,,,,,,,,,,002P22042,0,,
"1,1'-[iminodi(octamethylene)]diguanidine",013516-27-3,,,kg,Element or Compound,,,Emissions/air/unspecified,56e17dfa-1bfc-45c0-9593-a7c66dfd0dc6,,,,,,,,,,,,002P22043,0,,
indium and its compounds,007440-74-6,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,{EDFE8765-6E8B-47BD-B801-3521615917A3},,,,,,,,,,,,002P22044,0,,
2-ethylhexanoic acid,000149-57-5,,,kg,Element or Compound,,,Emissions/air/unspecified,0bb81f95-4428-4a5b-90c8-17735cc7f581,,,,,,,,,,,,002P22051,0,,
ethylenediamine,000107-15-3,,,kg,Element or Compound,,,Emissions/air/unspecified,e11fea24-0485-40dd-9c97-231cf4cd1ff4,,,,,,,,,,,,002P22059,0,,
"1,1'-ethylene-2,2'-bipyridinium dibromide",000085-00-7,,,kg,Element or Compound,,,Emissions/air/unspecified,048cf3bd-06eb-4c6d-a468-7ba8ff4d2762,,,,,,,,,,,,002P22063,0,,
2-(4-ethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether,080844-07-1,,,kg,Element or Compound,,,Emissions/air/unspecified,b6527853-e362-4ecc-94aa-7601c226be31,,,,,,,,,,,,002P22064,0,,
"1,2-epoxybutane",000106-88-7,,,kg,Element or Compound,,,Emissions/air/unspecified,91e9af67-0a46-46be-8aab-6612e0e6d34a,,,,,,,,,,,,002P22066,0,,
"2,3-epoxy-1-propanol",000556-52-5,,,kg,Element or Compound,,,Emissions/air/unspecified,25bdde62-a166-4164-831b-c25a845ad8ba,,,,,,,,,,,,002P22067,0,,
ferric chloride,007705-08-0,,,kg,Element or Compound,,,Emissions/air/unspecified,{92BC9A29-029E-4C9A-933B-9310F1614988},,,,,,,,,,,,002P22071,0,,
p-octylphenol,001806-26-4,,,kg,Element or Compound,,,Emissions/air/unspecified,1e5bc6bf-474c-4600-90cf-dedb3fddf2ee,,,,,,,,,,,,002P22074,0,,
"2,4-xylenol",000105-67-9,,,kg,Element or Compound,,,Emissions/air/unspecified,0abab37d-ad30-47ef-a6c1-44507567ac6d,,,,,,,,,,,,002P22078,0,,
"2,6-xylenol",000576-26-1,,,kg,Element or Compound,,,Emissions/air/unspecified,b72ca5ed-9ddc-4d43-a393-f5acb1a631a9,,,,,,,,,,,,002P22079,0,,
quinoline,000091-22-5,,,kg,Element or Compound,,,Emissions/air/unspecified,{14CE8BF5-21CC-41E5-BA5E-E131D3DBA06F},,,,,,,,,,,,002P22081,0,,
silver and its water-soluble compounds,007440-22-4,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,0bf06af4-b5e5-41d9-9066-014d3da39d55,,,,,,,,,,,,002P22082,0,,
glutaraldehyde,000111-30-8,,,kg,Element or Compound,,,Emissions/air/unspecified,df3e6bf1-01a4-495d-a15c-fbd6c865db3a,,,,,,,,,,,,002P22085,0,,
chloroaniline,,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22089,0,,
"3-chloro-N-(3-chloro-5-trifluoromethyl-2-pyridyl)-α,α,α-trifluoro-2,6-dinitro-p-toluidine",079622-59-6,,,kg,Element or Compound,,,Emissions/air/unspecified,21499d6a-46d8-43e5-9c03-a6b7e11e0738,,,,,,,,,,,,002P22095,0,,
"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",119446-68-3,,,kg,Element or Compound,,,Emissions/air/unspecified,212ac5b9-3bb6-4940-bfa3-c5533c183faa,,,,,,,,,,,,002P22096,0,,
chloroacetic acid,000079-11-8,,,kg,Element or Compound,,,Emissions/air/unspecified,f20c5e74-a6a3-4316-9608-d28d414daae7,,,,,,,,,,,,002P22098,0,,
ethyl chloroacetate,000105-39-5,,,kg,Element or Compound,,,Emissions/air/unspecified,4e87f4ba-a712-49e8-8389-f6e9e9eb9fe9,,,,,,,,,,,,002P22099,0,,
"2-chloro-2',6'-diethyl-N-(2-propoxyethyl)acetanilide",051218-49-6,,,kg,Element or Compound,,,Emissions/air/unspecified,c4bb7857-6e27-4ff5-8469-739bbe107ec8,,,,,,,,,,,,002P22100,0,,
"1-chloro-2,4-dinitrobenzene",000097-00-7,,,kg,Element or Compound,,,Emissions/air/unspecified,d46ca3da-da98-49e0-a526-c7ad91a6b56c,,,,,,,,,,,,002P22102,0,,
chlorotrifluoroethane,001330-45-6,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22106,0,,
o-chlorotoluene,000095-49-8,,,kg,Element or Compound,,,Emissions/air/unspecified,2879fd07-5e3c-4b87-b77e-c96779fdeab8,,,,,,,,,,,,002P22109,0,,
p-chlorotoluene,000106-43-4,,,kg,Element or Compound,,,Emissions/air/unspecified,397639c6-b39e-4460-93a0-10d451970b8e,,,,,,,,,,,,002P22110,0,,
2-chloronitrobenzene,000088-73-3,,,kg,Element or Compound,,,Emissions/air/unspecified,9b16a1df-fb40-452e-868d-bf375a49a5ed,,,,,,,,,,,,002P22112,0,,
o-chlorophenol,000095-57-8,,,kg,Element or Compound,,,Emissions/air/unspecified,1a3f7d92-0a43-4243-8b92-4adcfdb42b5c,,,,,,,,,,,,002P22120,0,,
p-chlorophenol,000106-48-9,,,kg,Element or Compound,,,Emissions/air/unspecified,3754d8f7-7ef9-4a79-9759-83de12e95704,,,,,,,,,,,,002P22121,0,,
3-chloropropene,000107-05-1,,,kg,Element or Compound,,,Emissions/air/unspecified,fae4f41f-f246-4c95-813c-ed5c83316050,,,,,,,,,,,,002P22123,0,,
3-chloro-2-methyl-1-propene,000563-47-3,,,kg,Element or Compound,,,Emissions/air/unspecified,6d39b222-a92c-44a0-8492-430591f0be47,,,,,,,,,,,,002P22131,0,,
cobalt and its compounds,007440-48-4,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,49b61826-2123-4b94-ad07-c5bcf81d00f1,,,,,,,,,,,,002P22132,0,,
2-methoxyethyl acetate,000110-49-6,,,kg,Element or Compound,,,Emissions/air/unspecified,ed4c3b6b-55f6-445d-9001-c5d7b6a856a0,,,,,,,,,,,,002P22135,0,,
salicylaldehyde,000090-02-8,,,kg,Element or Compound,,,Emissions/air/unspecified,bee7e478-40d9-4978-a8ef-00bce3108273,,,,,,,,,,,,002P22136,0,,
cyanamide,000420-04-2,,,kg,Element or Compound,,,Emissions/air/unspecified,059dfbd8-efb2-467f-85f2-2ea4542fd6b7,,,,,,,,,,,,002P22137,0,,
inorganic cyanide compounds (except complex salts and cyanates),000074-90-8,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,ef9b1887-76c8-44e9-bef7-2c837426f250,,,,,,,,,,,,002P22144,0,,
2-(diethylamino)ethanol,000100-37-8,,,kg,Element or Compound,,,Emissions/air/unspecified,a2730c39-6bf1-452d-b65f-3a943b95d33f,,,,,,,,,,,,002P22145,0,,
"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",125306-83-4,,,kg,Element or Compound,,,Emissions/air/unspecified,567b2ef2-1657-4642-b5a8-8ea80ae85a50,,,,,,,,,,,,002P22148,0,,
"1,3-dioxolane",000646-06-0,,,kg,Element or Compound,,,Emissions/air/unspecified,02407555-73c7-45d1-a804-cecebcf8b990,,,,,,,,,,,,002P22151,0,,
cyclohexylamine,000108-91-8,,,kg,Element or Compound,,,Emissions/air/unspecified,9f17ecdf-67e8-46da-9130-b0ca41e31d35,,,,,,,,,,,,002P22154,0,,
N-(cyclohexylthio)phthalimide,017796-82-6,,,kg,Element or Compound,,,Emissions/air/unspecified,6ee1fbda-3192-4bd1-a410-692fbd142a5d,,,,,,,,,,,,002P22155,0,,
"2,4-dichlorotoluene",000095-73-8,,,kg,Element or Compound,,,Emissions/air/unspecified,{A320F1FD-A288-4397-9781-A19329388DF2},,,,,,,,,,,,002P22165,0,,
dichlorobenzene,000095-50-1,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22181,0,,
"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",058011-68-0,,,kg,Element or Compound,,,Emissions/air/unspecified,70b457f5-6d3b-4e67-b77c-eb3fa6f889ac,,,,,,,,,,,,002P22183,0,,
"2,6-dichlorobenzonitrile",001194-65-6,,,kg,Element or Compound,,,Emissions/air/unspecified,84bbd196-dd99-4b78-ab0f-1fd530b4090e,,,,,,,,,,,,002P22184,0,,
dichloropentafluoropropane,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22185,0,,
"N,N-dicyclohexylamine",000101-83-7,,,kg,Element or Compound,,,Emissions/air/unspecified,e492f8f9-9f20-4cdd-a223-d3f0b01eb1fb,,,,,,,,,,,,002P22188,0,,
dicyclopentadiene,000077-73-6,,,kg,Element or Compound,,,Emissions/air/unspecified,30c1a5e8-5a28-433f-80bf-d425f65afb0d,,,,,,,,,,,,002P22190,0,,
"diisopropyl 1,3-dithiolan-2-ylidenemalonate",050512-35-1,,,kg,Element or Compound,,,Emissions/air/unspecified,1e790baf-9097-45e8-864e-c5cf0c1da392,,,,,,,,,,,,002P22191,0,,
dinitrotoluene,025321-14-6,,,kg,Element or Compound,,,Emissions/air/unspecified,5a5aa6b9-44a6-4419-9110-2c52d1bdc91d,,,,,,,,,,,,002P22200,0,,
diphenyl ether,000101-84-8,,,kg,Element or Compound,,,Emissions/air/unspecified,8d4aefe9-db85-4123-8e61-b53d34b1192e,,,,,,,,,,,,002P22204,0,,
"1,3-diphenylguanidine",000102-06-7,,,kg,Element or Compound,,,Emissions/air/unspecified,6c323a5f-8b2f-47e0-a20f-313cecf7bd39,,,,,,,,,,,,002P22205,0,,
"2,6-di-tert-butyl-4-cresol",000128-37-0,,,kg,Element or Compound,,,Emissions/air/unspecified,eff86346-9402-4f67-b52c-e2bcaba4aab2,,,,,,,,,,,,002P22207,0,,
"2,2-dibromo-2-cyanoacetamide",010222-01-2,,,kg,Element or Compound,,,Emissions/air/unspecified,c8257ffb-cca6-4c66-860c-1d9aa50d6daa,,,,,,,,,,,,002P22210,0,,
"N,N-dimethylacetamide",000127-19-5,,,kg,Element or Compound,,,Emissions/air/unspecified,b2248000-77b7-404b-b2aa-5c1508d20502,,,,,,,,,,,,002P22213,0,,
"2,6-dimethylaniline",000087-62-7,,,kg,Element or Compound,,,Emissions/air/unspecified,19ad913a-835a-4861-8cda-4d1e27bdffbc,,,,,,,,,,,,002P22215,0,,
"N,N-dimethylaniline",000121-69-7,,,kg,Element or Compound,,,Emissions/air/unspecified,27dbb9db-d5ab-4243-ae2d-710ce312babb,,,,,,,,,,,,002P22216,0,,
"5-dimethylamino-1,2,3-trithiane",031895-21-3,,,kg,Element or Compound,,,Emissions/air/unspecified,{82335053-A043-483A-98EE-EA95D8656E7C},,,,,,,,,,,,002P22217,0,,
dimethylamine,000124-40-3,,,kg,Element or Compound,,,Emissions/air/unspecified,114286d7-3891-4bdd-a455-63010a2d80bd,,,,,,,,,,,,002P22218,0,,
dimethyl disulfide,000624-92-0,,,kg,Element or Compound,,,Emissions/air/unspecified,0338a380-0cde-45e9-84a5-1e5922756c55,,,,,,,,,,,,002P22219,0,,
"N,N-dimethyldodecylamine N-oxide",001643-20-5,,,kg,Element or Compound,,,Emissions/air/unspecified,9e5c22bb-f49e-4598-91c5-72c9ef96dacb,,,,,,,,,,,,002P22224,0,,
"1,1-dimethylhydrazine",000057-14-7,,,kg,Element or Compound,,,Emissions/air/unspecified,62b21c3e-9666-49c1-baaf-7d4f65bf9db4,,,,,,,,,,,,002P22226,0,,Element or Compound
"3,3'-dimethylbiphenyl-4,4'-diyl diisocyanate",000091-97-4,,,kg,Element or Compound,,,Emissions/air/unspecified,{4F71CC2D-CAF4-41AD-B898-0E591EF4DF86},,,,,,,,,,,,002P22228,0,,
"N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine",000793-24-8,,,kg,Element or Compound,,,Emissions/air/unspecified,91faf575-6c3f-4743-8dc7-1cd1037aae83,,,,,,,,,,,,002P22230,0,,
"3,3'-dimethylbenzidine",000119-93-7,,,kg,Element or Compound,,,Emissions/air/unspecified,7a992745-3fb1-4bf7-b494-8fa0f3c00c5e,,,,,,,,,,,,002P22231,0,,
bromine,007726-95-6,,,kg,Element or Compound,,,Emissions/air/unspecified,f8cffd09-e381-4f78-82b0-e8608866a526,,,,,,,,,,,,002P22234,0,,
hydrogenated terphenyl,061788-32-7,,,kg,Element or Compound,,,Emissions/air/unspecified,{F3B135B1-7163-48E5-9AC1-499D36035FC9},,,,,,,,,,,,002P22238,0,,
organic tin compounds,007440-31-5,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,1d2e6b51-2d86-4933-bbd8-8c564728204a,,,,,,,,,,,,002P22239,0,,Element or Compound
thiophenol,000108-98-5,,,kg,Element or Compound,,,Emissions/air/unspecified,65f7000b-2552-4ec1-8605-01bf4e865870,,,,,,,,,,,,002P22246,0,,
"O,O-diethyl O-5-phenyl-3-isoxazolyl phosphorothioate",018854-01-8,,,kg,Element or Compound,,,Emissions/air/unspecified,72b7e54e-2ac9-4c40-bd46-0bcddc11608b,,,,,,,,,,,,002P22250,0,,
decanoic acid,000334-48-5,,,kg,Element or Compound,,,Emissions/air/unspecified,b80f8389-6538-45e9-879d-6bc7d7a1bbe3,,,,,,,,,,,,002P22256,0,,
decyl alcohol,000112-30-1,,,kg,Element or Compound,,,Emissions/air/unspecified,3c07ca3b-c3c0-432e-9e54-592029512c33,,,,,,,,,,,,002P22257,0,,
"1,3,5,7-tetraazatricyclo[3.3.1.13.7]decane",000100-97-0,,,kg,Element or Compound,,,Emissions/air/unspecified,847ea398-f2c5-4f98-a418-8c12424eabe1,,,,,,,,,,,,002P22258,0,,
tetraethylthiuram disulfide,000097-77-8,,,kg,Element or Compound,,,Emissions/air/unspecified,48b194c9-0f9b-4cf3-8521-785a9ea9b8ea,,,,,,,,,,,,002P22259,0,,
tetrahydromethylphthalic anhydride,011070-44-3,,,kg,Element or Compound,,,Emissions/air/unspecified,64c67148-41e7-45e3-bff1-7bb22e1b67e5,,,,,,,,,,,,002P22265,0,,
"3,7,11,15-tetramethylhexadec-1-en-3-ol",000505-32-8,,,kg,Element or Compound,,,Emissions/air/unspecified,ba2f3552-3dfe-4dde-b40e-5bd6a7cb69e6,,,,,,,,,,,,002P22269,0,,
"copper salts(water-soluble, except complex salts)",007440-50-8,,,kg,Element or Compound,,,Emissions/air/unspecified,1538b901-34b0-4fef-8a84-c5b8003b4aa6,,,,,,,,,,,,002P22272,0,,
1-dodecanol,000112-53-8,,,kg,Element or Compound,,,Emissions/air/unspecified,9569ddaf-0a84-4f35-9697-5a84c94b7e38,,,,,,,,,,,,002P22273,0,,
tert-dodecanethiol,025103-58-6,,,kg,Element or Compound,,,Emissions/air/unspecified,{FA1155D0-25F3-466A-8CB7-DA3CBDE3DE7E},,,,,,,,,,,,002P22274,0,,
sodium dodecyl sulfate,000151-21-3,,,kg,Element or Compound,,,Emissions/air/unspecified,eb615977-7703-4107-b038-7d3b4d2a794b,,,,,,,,,,,,002P22275,0,,
"3,6,9-triazaundecane-1,11-diamine",000112-57-2,,,kg,Element or Compound,,,Emissions/air/unspecified,ace0d81d-3053-4ace-89e2-dc28085f0900,,,,,,,,,,,,002P22276,0,,
triethylamine,000121-44-8,,,kg,Element or Compound,,,Emissions/air/unspecified,c2c4f85e-9d1a-4967-89b9-d91d04c33dea,,,,,,,,,,,,002P22277,0,,
triethylenetetramine,000112-24-3,,,kg,Element or Compound,,,Emissions/air/unspecified,d18bebcf-7b29-4c61-b9d1-97af69126af4,,,,,,,,,,,,002P22278,0,,
"2,4,6-trichloro-1,3,5-triazine",000108-77-0,,,kg,Element or Compound,,,Emissions/air/unspecified,9e7f7392-e007-4345-be52-db581fa9e876,,,,,,,,,,,,002P22283,0,,
trichloronitromethane,000076-06-2,,,kg,Element or Compound,,,Emissions/air/unspecified,9937f849-c607-4a5d-b982-9788b4763bec,,,,,,,,,,,,002P22285,0,,
"2,4,6-trichlorophenol",000088-06-2,,,kg,Element or Compound,,,Emissions/air/unspecified,6a0d8d52-ede0-4d9d-844a-20e447bc7bcd,,,,,,,,,,,,002P22287,0,,
"1,2,3-trichloropropane",000096-18-4,,,kg,Element or Compound,,,Emissions/air/unspecified,cf225478-b12b-475e-9812-7b32ede5a64a,,,,,,,,,,,,002P22289,0,,
trichlorobenzene,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22290,0,,
"1,3,5-tris(2,3-epoxypropyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",002451-62-9,,,kg,Element or Compound,,,Emissions/air/unspecified,3d9be140-a3d2-43e5-9186-d40b8cf03c97,,,,,,,,,,,,002P22291,0,,Element or Compound
tributylamine,000102-82-9,,,kg,Element or Compound,,,Emissions/air/unspecified,a8f92478-e44e-4994-aa16-51022e85d057,,,,,,,,,,,,002P22292,0,,
"3,5,5-trimethyl-1-hexanol",003452-97-9,,,kg,Element or Compound,,,Emissions/air/unspecified,57801a21-a20b-46c7-982b-1a97483ab3e7,,,,,,,,,,,,002P22295,0,,
toluidine,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,,,,,,,,,,,,,002P22299,0,,
toluenediamine,025376-45-8,,,kg,Element or Compound,,,Emissions/air/unspecified,cbfe0ad3-1cfb-4406-ad75-9aa78061d8c6,,,,,,,,,,,,002P22301,0,,
lead compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,ec933d3e-8ba3-4cfe-b3e0-fa3b8f949373,,,,,,,,,,,,002P22305,0,,
