Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,,,,,,,,,FlowInternalID,UsedYn,,
"S-4-chlorobenzyl N,N-diethylthiocarbamate",028249-77-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,68ef2871-ef41-47ba-acec-b4c1e2530ea1,,,,,,,,,,,,006P22147,0,,
"N,N-diethyl-3-(2,4,6-trimethylphenylsulfonyl)-1H-1,2,4-triazole-1-carboxamide",125306-83-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,532d915d-81b1-48d2-85f4-e3e119f8d68d,,,,,,,,,,,,006P22148,0,,
"1,3-dicarbamoylthio-2-(N,N-dimethylamino)-propane",015263-53-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,7d7a7514-a8e3-4e97-af2b-e4660bb62312,,,,,,,,,,,,006P22152,0,,
"1,2-dichloroethane",000107-06-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,d3b11aa4-2860-4f76-9fd2-ca9603460bc1,,,,,,,,,,,,006P22157,0,,
"3,5-dichloro-N-(1,1-dimethyl-2-propynyl)benzamide",023950-58-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,d3331c38-ff0e-4047-aa6b-b6cad01a6c7c,,,,,,,,,,,,006P22162,0,,
"3-(3,5-dichlorophenyl)-N-isopropyl-2,4-dioxoimidazolidine-1-carboxamide",036734-19-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,eda325c9-ed1b-4894-98b9-3901c3037d4f,,,,,,,,,,,,006P22168,0,,
"3-(3,4-dichlorophenyl)-1,1-dimethylurea",000330-54-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,f1537c30-62b9-4afa-aac5-e65902e2e2ba,,,,,,,,,,,,006P22169,0,,
"(RS)-2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propyl 1,1,2,2-tetrafluoroethyl ether",112281-77-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,{DADEAFCA-8D35-49AE-AF2E-2C664A37D8F9},,,,,,,,,,,,006P22170,0,,
"mixture of (2RS,4RS)-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl]-1H-1,2,4-triazole and (2RS,4SR)-1-[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-ylmethyl]-1H-1,2,4-triazole",060207-90-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,1acbb4e0-e287-4280-94fe-1b22def047dc,,,,,,,,,,,,006P22171,0,,
"3-[1-(3,5-dichlorophenyl)-1-methylethyl]-3,4-dihydro-6-methyl-5-phenyl-2H-1,3-oxazin-4-one",153197-14-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,{C5148238-499B-47A4-A63C-AA79C1BBB3FE},,,,,,,,,,,,006P22172,0,,
"3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",000330-55-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,b6fa3fad-d0a2-4a85-909d-255ea79fdc93,,,,,,,,,,,,006P22174,0,,
"2,4-dichlorophenoxyacetic acid",000094-75-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,a651aeca-1661-48ce-852a-6f88bd02cfb2,,,,,,,,,,,,006P22175,0,,
"1,3-dichloropropene",000542-75-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,cde2c493-098a-40b3-88d7-d9d0bdf2822f,,,,,,,,,,,,006P22179,0,,
"2-[4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyloxy]acetophenone",071561-11-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,ac01126f-833e-4557-ad40-b4e877804c71,,,,,,,,,,,,006P22182,0,,
"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",058011-68-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,4e51854a-8655-42b8-a761-c017d03ffeb3,,,,,,,,,,,,006P22183,0,,
"2,6-dichlorobenzonitrile",001194-65-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,cd866c18-6464-4e51-a3e5-ed741dac0acc,,,,,,,,,,,,006P22184,0,,
dichloromethane,000075-09-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,510cb660-589c-4b3c-9ef6-7e093c9233c4,,,,,,,,,,,,006P22186,0,,
"2,3-dicyano-1,4-dithiaanthraquinone",003347-22-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,e2a4ef24-be4d-4098-b693-79ada6eb75c4,,,,,,,,,,,,006P22187,0,,
"diisopropyl 1,3-dithiolan-2-ylidenemalonate",050512-35-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,fd802bf7-cb03-4ca5-a6ab-1172e821a380,,,,,,,,,,,,006P22191,0,,
"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",034643-46-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,df2c088e-8ab6-4397-adfc-ec5c2f300dab,,,,,,,,,,,,006P22195,0,,
"S-(2,3-dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl O,O-dimethylphosphorodithioate",000950-37-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,9b78dc33-efef-4b74-8417-24a8ca65a532,,,,,,,,,,,,006P22196,0,,
"O,O-dimethyl S-1,2-bis(ethoxycarbonyl)ethyl phosphorodithioate",000121-75-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,52ba6c4a-3a97-4fd1-877c-5537cd5a801c,,,,,,,,,,,,006P22197,0,,
"O,O-dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate",000060-51-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,d8d9a5ae-71ad-4cbb-ab7c-9342a8b25750,,,,,,,,,,,,006P22198,0,,
"2,3-dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate",055285-14-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,ac961e31-c12f-4a4f-9f1e-978a6bfde019,,,,,,,,,,,,006P22206,0,,
"(RS)-O,S-dimethyl acetylphosphoramidothioate",030560-19-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,64f09b8c-e760-4fbb-8db0-128c05387d9b,,,,,,,,,,,,006P22212,0,,
"N,N-dimethylacetamide",000127-19-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,1fc2ed28-4303-4c59-85a4-4c0666115f23,,,,,,,,,,,,006P22213,0,,
"5-dimethylamino-1,2,3-trithiane",031895-21-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,{E12BC749-D699-4765-AA31-059690D93109},,,,,,,,,,,,006P22217,0,,
"2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl N-[N-(2-ethoxycarbonylethyl)-N-isopropylsulfenamoyl]-N-methylcarbamate",082560-54-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,de2e1e4d-050c-4fbb-82b5-61e5990889f7,,,,,,,,,,,,006P22221,0,,
"S-4-phenoxybutyl N,N-dimethylthiocarbamate",062850-32-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,14c5ec18-62a0-40d8-adee-0a61e71c5edb,,,,,,,,,,,,006P22222,0,,
"dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate",000052-68-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,12cf7b4c-6c8c-4619-ae98-f1721f363ae0,,,,,,,,,,,,006P22225,0,,
"1,1'-dimethyl-4,4'-bipyridinium dichloride",001910-42-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,d47c2241-e53c-4323-a015-cb763af7f54d,,,,,,,,,,,,006P22227,0,,
"dimethyl 4,4'-(o-phenylene)bis(3-thioallophanate)",023564-05-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,c79d7fc5-ae6d-4d49-b847-40359623b3de,,,,,,,,,,,,006P22229,0,,
"N,N-dimethylformamide",000068-12-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,d79f3f0d-d15d-4a50-9c8b-b9af381318d8,,,,,,,,,,,,006P22232,0,,
ethyl 2-[(dimethoxyphosphinothioyl)thio]-2-phenylacetate,002597-03-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,ba558863-f779-4de1-ace9-83464f475590,,,,,,,,,,,,006P22233,0,,
"3,5-diiodo-4-octanoyloxybenzonitrile",003861-47-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,c98ae025-b519-4377-8b80-824ab89c5a38,,,,,,,,,,,,006P22236,0,,
dioxins,001746-01-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,a9ee5b41-9418-4086-8884-94384e90d82d,,,,,,,,,,,,006P22243,0,,
"2-thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine",000533-74-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,386cb38d-3702-4af9-8fd2-15d9bdc0d3b4,,,,,,,,,,,,006P22244,0,,
"O,O-diethyl O-2-isopropyl-6-methyl-4-pyrimidinyl phosphorothioate",000333-41-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,d1442e94-71a7-4f49-a353-9df9d6a0db65,,,,,,,,,,,,006P22248,0,,
"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate",002921-88-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,39db106a-9748-4c9e-8b91-42e88ee7afd0,,,,,,,,,,,,006P22249,0,,
"O,O-diethyl O-5-phenyl-3-isoxazolyl phosphorothioate",018854-01-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,6883c451-2f6f-4b98-a360-e1462f5af8b8,,,,,,,,,,,,006P22250,0,,
"O,O-dimethyl O-3-methyl-4-nitrophenyl phosphorothioate",000122-14-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,24f63aab-2475-49d5-948e-d54eed4fd3cd,,,,,,,,,,,,006P22251,0,,
"O,O-dimethyl O-3-methyl-4-(methylthio)phenyl phosphorothioate",000055-38-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,37339e21-9ca9-45b7-8cd7-c03bbe1f7eb2,,,,,,,,,,,,006P22252,0,,
O-4-bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate,041198-08-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,6c92a95d-0655-46e2-925b-abf595513d96,,,,,,,,,,,,006P22253,0,,
"S-benzyl O,O-diisopropyl phosphorothioate",026087-47-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,a8ca009a-99fb-42cd-9b6d-b5602f8fa6ad,,,,,,,,,,,,006P22254,0,,
decyl alcohol,000112-30-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,3118d829-7033-4c57-a348-9184bd0d128d,,,,,,,,,,,,006P22257,0,,
tetrachloroisophthalonitrile,001897-45-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,9365f62f-1e03-4252-941c-29de81d7bd86,,,,,,,,,,,,006P22260,0,,
"4,5,6,7-tetrachloroisobenzofuran-1(3H)-one",027355-22-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,e8f139e3-4dab-4e9a-a793-b39229ae1dfb,,,,,,,,,,,,006P22261,0,,
"2,3,5,6-tetrafluoro-4-methylbenzyl(Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",079538-32-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,af8f0ace-65ba-46cb-a087-7a9ed56d4902,,,,,,,,,,,,006P22266,0,,
"3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione",059669-26-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,2be210f7-aa12-4819-a6dd-fde8c1fa1e17,,,,,,,,,,,,006P22267,0,,
tetramethylthiuram disulfide,000137-26-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,bd0f9819-0286-464a-9e3b-c67a09b33f9f,,,,,,,,,,,,006P22268,0,,
"copper salts(water-soluble, except complex salts)",007440-50-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,aa9257d2-84c6-4a02-b01c-d33b72f09129,,,,,,,,,,,,006P22272,0,,
trichloronitromethane,000076-06-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,d517eb86-5d69-404c-82f3-c282424ccec4,,,,,,,,,,,,006P22285,0,,
"α,α,α-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine",001582-09-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,1a119094-f65d-4dd8-812e-45edb297b73b,,,,,,,,,,,,006P22293,0,,
"1,3,5-trimethylbenzene",000108-67-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,e8337316-64bd-4ecc-bdf1-26ea3b1a2b68,,,,,,,,,,,,006P22297,0,,
toluene,000108-88-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,0be6ef1c-9102-4ef0-ad94-74dd6ed94cca,,,,,,,,,,,,006P22300,0,,
lead compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,c1b755db-14a0-4fe2-a430-113b77617f48,,,,,,,,,,,,006P22305,0,,
"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",001014-70-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,90aed239-ee5a-4582-9a66-3e8e9d564f3d,,,,,,,,,,,,006P22323,0,,
bis(8-quinolinolato)copper,010380-28-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,29b16a7c-3f07-4b5f-95d9-e8eb51c60a5c,,,,,,,,,,,,006P22325,0,,
"3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine",074115-24-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,286d0027-dcd1-4151-8274-fc8c89114292,,,,,,,,,,,,006P22326,0,,
"zinc bis(N,N'-dimethyldithiocarbamate)",000137-30-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,9fa634da-bae9-4158-acc5-931eae3a086c,,,,,,,,,,,,006P22328,0,,
bis(1-methyl-1-phenylethyl) peroxide,000080-43-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,{BFBCCD41-34EA-408A-825F-8631D576F3EA},,,,,,,,,,,,006P22330,0,,
"S,S-bis(1-methylpropyl) O-ethyl phosphorodithioate",095465-99-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,{CCA129B7-57C3-4ADD-A039-6B81B2D547A3},,,,,,,,,,,,006P22331,0,,
"3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",052645-53-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,7e0f2105-0b6c-4a6d-97d1-1eedcd55e37e,,,,,,,,,,,,006P22350,0,,
bis(2-ethylhexyl)phthalate,000117-81-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,8dd09f5d-0906-4694-903e-eca7734f55d2,,,,,,,,,,,,006P22355,0,,
"2-tert-butylimino-3-isopropyl-5-phenyltetrahydro-4H-1,3,5-thiadiazin-4-one",069327-76-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,6d0a1f52-76fc-41a6-a595-acfb02cc7850,,,,,,,,,,,,006P22357,0,,
"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",112410-23-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,92f14a23-168e-4f7a-a0c7-95d50c95bcca,,,,,,,,,,,,006P22358,0,,
methyl N-[1-(N-n-butylcarbamoyl)-1H-2-benzimidazolyl]carbamate,017804-35-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,e6161754-df7f-43e3-958b-3e03b46fff5f,,,,,,,,,,,,006P22360,0,,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,513db9cc-6dd3-43b6-94b0-cff689db76ab,,,,,,,,,,,,006P22361,0,,
"1-tert-Butyl-3-(2,6-diisopropyl-4-phenoxyphenyl)thiourea",080060-09-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,{A4CF57AA-62A6-4E8D-B0B1-6DC651166B48},,,,,,,,,,,,006P22362,0,,
"5-tert-butyl-3-(2,4-dichloro-5-isopropoxyphenyl)-1,3,4-oxadiazol-2(3H)-one",019666-30-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,aec8dc9e-3210-4cb9-b280-75cb0b6c71a3,,,,,,,,,,,,006P22363,0,,
"tert-butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate",134098-61-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,671de6f9-38fd-4d5b-9fcf-51568e682564,,,,,,,,,,,,006P22364,0,,
2-(4-tert-butylphenoxy)cyclohexyl 2-propynyl sulfite,002312-35-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,744b0594-5265-4c89-b66b-a2999b27144b,,,,,,,,,,,,006P22369,0,,
2-tert-butyl-5-(4-tert-butylbenzylthio)-4-chloro-3(2H)-pyridazinone,096489-71-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,c32cf899-d68a-47fd-b020-8b2aebc4a82d,,,,,,,,,,,,006P22370,0,,
N-(4-tert-butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide,119168-77-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,b010fcae-b5b9-49a1-a035-80146e637cf8,,,,,,,,,,,,006P22371,0,,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/ground/unspecified,,,,,,,,,,,,,006P22374,0,,
"N-butoxymethyl-2-chloro-2',6'-diethylacetanilide",023184-66-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,969b19f0-6e93-49df-a77d-5fb34bf8256a,,,,,,,,,,,,006P22376,0,,
"polymer of N,N'-propylenebis(dithiocarbamic acid)and zinc",012071-83-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,b70a671b-6859-4158-a772-5a1cd97e4bef,,,,,,,,,,,,006P22378,0,,
"5-bromo-3-sec-butyl-6-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",000314-40-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,d491ed11-1e48-4fc4-8fc7-f0a2937a980c,,,,,,,,,,,,006P22383,0,,
bromomethane,000074-83-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,38452f2b-74a8-47d8-8bf5-3258012db2b2,,,,,,,,,,,,006P22386,0,,
benzene,000071-43-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,fb16bf89-c635-45bc-8305-7d7ec4e53c8f,,,,,,,,,,,,006P22400,0,,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,be01a8b7-f03d-48fb-a008-7547056650b3,,,,,,,,,,,,006P22402,0,,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,{7770F33A-33BF-4D82-908B-01719FF5A941},,,,,,,,,,,,006P22405,0,,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/ground/unspecified,{01A14FC8-527E-41D9-A232-3DD320877AC7},,,,,,,,,,,,006P22407,0,,
poly(oxyethylene)octylphenyl ether,009036-19-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,bf9b7e83-09da-4b47-a8f8-a10060c3bc98,,,,,,,,,,,,006P22408,0,,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,29b3b2a0-a165-44dd-bf97-722f84c0dd9f,,,,,,,,,,,,006P22410,0,,
manganese and its compounds,007439-96-5,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,a12e9f96-0651-452b-b21a-0f4280e4059c,,,,,,,,,,,,006P22412,0,,
phthalic anhydride,000085-44-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,adc7e7cf-931e-4eb0-85e9-d06dacb9b89a,,,,,,,,,,,,006P22413,0,,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,ea2d7c5a-b10d-483f-ad3d-d3ac282a8922,,,,,,,,,,,,006P22422,0,,
methyl isothiocyanate,000556-61-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,cf07820e-76ed-452c-9c3a-5b69098a0517,,,,,,,,,,,,006P22424,0,,
1-naphthyl N-methylcarbamate,000063-25-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,1a3ba0b8-cb11-49dd-be4f-1d2b29f151c4,,,,,,,,,,,,006P22427,0,,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,be81b427-1bc8-434f-853e-5f174e82c583,,,,,,,,,,,,006P22428,0,,
"methyl 3-chloro-5-(4,6-dimethoxy-2-pyrimidinylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate",100784-20-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,bfaa8ec3-b632-45a0-aa44-486349d8b635,,,,,,,,,,,,006P22429,0,,
"methyl (S)-7-chloro-2,3,4a,5-tetrahydro-2-[methoxycarbonyl(4-trifluoromethoxyphenyl)carbamoyl]indeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",173584-44-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,f9f18ead-eaac-412b-b988-3ddbcb96d6a3,,,,,,,,,,,,006P22430,0,,
methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl]-3-methoxyacrylate,131860-33-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,148ab6b6-0c22-4eb9-a243-d8640afacf69,,,,,,,,,,,,006P22431,0,,
"3-methyl-1,5-di(2,4-xylyl)-1,3,5-triazapenta-1,4-diene",033089-61-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,a9083abb-0f23-415e-a380-3c158d0d1f3a,,,,,,,,,,,,006P22432,0,,
N-methyldithiocarbamic acid,000144-54-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,eb8a1e94-2918-4c9c-9ba9-bc16862f07a3,,,,,,,,,,,,006P22433,0,,
"methyl-N',N'-dimethyl-N-[(methylcarbamoyl)oxy]-1-thiooxamimidate",023135-22-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,144f5678-aa4a-4b24-b48d-88d91cb2e414,,,,,,,,,,,,006P22434,0,,
"methyl 2-(4,6-dimethoxy-2-pyrimizinyloxy)-6-[1-(methoxyimino)ethyl]benzoate",136191-64-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,{C1906B9C-B20F-42CC-AF1F-4A82DC045695},,,,,,,,,,,,006P22435,0,,
2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,055814-41-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,{0B98B8F2-D721-40EE-A80D-4005B186264F},,,,,,,,,,,,006P22442,0,,
S-methyl-N-(methylcarbamoyloxy)thioacetimidate,016752-77-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,238afcde-3720-4d10-ad0f-f003daf71caa,,,,,,,,,,,,006P22443,0,,
methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate,141517-21-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,{8363F8C2-449A-4A07-AE46-60CAF3EA586B},,,,,,,,,,,,006P22444,0,,
methyl (E)-methoxyimino[2-(o-tolyloxymethyl)phenyl]acetate,143390-89-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,f5494e3d-740a-4141-a6ae-206c4845d165,,,,,,,,,,,,006P22445,0,,
3-methoxycarbonylaminophenyl 3'-methylcarbanilate,013684-63-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,7f36ae13-1a9c-467a-aa0a-5e2aeddd62f2,,,,,,,,,,,,006P22449,0,,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,d035b197-1152-4911-8366-a368f0df43ba,,,,,,,,,,,,006P22450,0,,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,54e082bc-9d7e-44e3-b520-f2e87cad21ba,,,,,,,,,,,,006P22453,0,,
aluminium phosphide,020859-73-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,{08927C21-B6DA-4605-BB17-63C3EF7C1504},,,,,,,,,,,,006P22456,0,,
miscellaneous plantation,,,,m2year,Land use,,,Resources/land use/land occupation,46c693e4-57a5-405e-9b88-43f15ec2ad86,,,,,,,,,,,,8101,0,,
orchard,,,,m2year,Land use,,,Resources/land use/land occupation,47f398fe-84e3-421f-9724-97fe3482f048,,,,,,,,,,,,8103,1,,
transport artery,,,,m2year,Land use,,,Resources/land use/land occupation,354d6b1e-b5f9-4b67-a651-fac14f841796,,,,,,,,,,,,8104,1,,
building site,,,,m2year,Land use,,,Resources/land use/land occupation,4243aedb-0531-4e7c-9074-29d7e4e19204,,,,,,,,,,,,8105,1,,
forest,,,,m2year,Land use,,,Resources/land use/land occupation,fcd5e16b-e4c5-4c60-b045-042d30abd42d,,,,,,,,,,,,8107,1,,
rice paddy,,,,m2year,Land use,,,Resources/land use/land occupation,666804c4-eaed-4991-99e0-fd47c91c829c,,,,,,,,,,,,8108,1,,
"arable, except rice paddy",,,,m2year,Land use,,,Resources/land use/land occupation,f160f933-4bd6-4b63-adb4-03c21e37b3cf,,,,,,,,,,,,8109,1,,
mineral extraction site,,,,m2year,Land use,,,Resources/land use/land occupation,CC0F5788-8059-4253-8498-D7B8D3CD3CD6,,,,,,,,,,,,8110,1,,
dump yard,,,,m2year,Land use,,,Resources/land use/land occupation,dd8c94cc-b5c2-4736-9dfc-668bce100891,,,,,,,,,,,,8111,1,,
dump yard,,,,m2,Land use,,,Resources/land use/Land transformation,7cb4c644-7a42-423a-861a-0d883c1b1814,,,,,,,,,,,,8203,1,,
miscellaneous land use type to mineral extraction site,,,,m2,Land use,,,Resources/land use/Land transformation,29FB2AED-F00A-4C2D-9BF4-5296F91CA8F4,,,,,,,,,,,,8229,1,,
forest to forest,,,,m2,Land use,,,Resources/land use/Land transformation,0731E609-0B21-4134-868C-C8BF8CCD7F73,,,,,,,,,,,,8270,1,,
forest to transport artery,,,,m2,Land use,,,Resources/land use/Land transformation,04bccd74-e8bb-4662-b43a-10d3963fa174,,,,,,,,,,,,8271,1,,
forest to rice paddy,,,,m2,Land use,,,Resources/land use/Land transformation,097dfc52-95a5-47a0-bcfc-1d240849cd46,,,,,,,,,,,,8272,1,,
forest to building site,,,,m2,Land use,,,Resources/land use/Land transformation,5867a896-e246-440d-97cd-75758724b6ed,,,,,,,,,,,,8273,1,,
forest to orchard,,,,m2,Land use,,,Resources/land use/Land transformation,7b51a710-94a4-4c3f-9a74-468a8c9c3de8,,,,,,,,,,,,8274,1,,
"forest to arable, except rice paddy",,,,m2,Land use,,,Resources/land use/Land transformation,b73fe79e-a169-4e63-8cff-d9f8d6b07ec1,,,,,,,,,,,,8277,1,,
forest to miscellaneous plantation,,,,m2,Land use,,,Resources/land use/Land transformation,aca9578c-89af-4788-85eb-cee35eca9159,,,,,,,,,,,,8278,1,,
forest to deforestation areas,,,,m2,Land use,,,Resources/land use/Land transformation,de93547f-d504-4cc9-9f17-9d6d8f1ac1c2,,,,,,,,,,,,8279,1,,
"car noise, small car",,,,vehiclekm,Other,,,Emissions/air/urban air close to ground,fd40d26c-302f-4425-84b4-e3badfc94168,,,,,,,,,,,,9001,1,,
"car noise, large car",,,,vehiclekm,Other,,,Emissions/air/urban air close to ground,b1635f17-5720-4149-b7a8-c0fb3f145fc3,,,,,,,,,,,,9002,1,,
