Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,
N-vinyl-2-pyrrolidone,000088-12-0,,,kg,Element or Compound,,,Emissions/air/unspecified,687bb88d-9966-4256-a5e4-80d42ff9eb95,,,88-12-0; 25249-54-1; 9003-39-8; 88-12-0,
piperazine,000110-85-0,,,kg,Element or Compound,,,Emissions/air/unspecified,493d12ec-094f-4616-baf2-71e93092cdef,,,8057-14-5; 525586-93-0; 110-85-0; 1323940-30-2; 110-85-0,
pyridine,000110-86-1,,,kg,Element or Compound,,,Emissions/air/unspecified,487f0183-9c12-46a0-b62a-cfa576f85068,,,1807-97-2; 110-86-1; 10259-15-1; 110-86-1,
phenylenediamine,000095-54-5,,,kg,Element or Compound,,,Emissions/air/unspecified,2fadf76b-9963-4799-889b-a8079f9c8f3f,,,95-54-5; 1219798-78-3; 95-54-5,
diallyl phthalate,000131-17-9,,,kg,Element or Compound,,,Emissions/air/unspecified,e0b02440-e9ef-453d-aeee-25d85663fecb,,,131-17-9; 131-17-9,
diethyl phthalate,000084-66-2,,,kg,Element or Compound,,,Emissions/air/unspecified,cc777a68-af00-408f-ae06-192cd06895bc,,,84-66-2; 84-66-2,
"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",112410-23-8,,,kg,Element or Compound,,,Emissions/air/unspecified,753ca413-43fa-478d-8ccb-11dff29e3b50,,,112410-23-8; 142583-69-5; 112410-23-8,
"n-butyl-2,3-epoxypropyl ether",002426-08-6,,,kg,Element or Compound,,,Emissions/air/unspecified,a0503e87-9abe-4e67-af0b-d073417ee49e,,,,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/air/unspecified,e36fb81a-4c9b-4e7e-9ffb-168c86733f67,,,,
"tert-butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate",134098-61-6,,,kg,Element or Compound,,,Emissions/air/unspecified,51f5a4fb-df2c-4c90-8676-5d4dd4605224,,,,
tert-butyl hydroperoxide,000075-91-2,,,kg,Element or Compound,,,Emissions/air/unspecified,94819c3e-d882-40f8-8556-d6d6cf290330,,,75-91-2,
4-tert-butylphenol,000098-54-4,,,kg,Element or Compound,,,Emissions/air/unspecified,3040acce-1e4c-4299-b819-f7e5bdba78fc,,,30813-81-1; 358730-87-7; 98-54-4; 98-54-4,
2-tert-butyl-5-methylphenol,000088-60-8,,,kg,Element or Compound,,,Emissions/air/unspecified,b8cbb4da-a9f6-46bc-9dbb-1ca22ac07028,,,88-60-8; 88-60-8,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,f45c3f06-7047-4adb-a11b-74cda93fe93b,,,,
2-butenal,004170-30-3,,,kg,Element or Compound,,,Emissions/air/unspecified,05eff5a2-9c06-4ea8-80cf-3689f28e4ee1,,,4170-30-3; 123-73-9,
furan,000110-00-9,,,kg,Element or Compound,,,Emissions/air/unspecified,003441fd-80f6-49a6-bf76-e49c0f235a0c,,,110-00-9; 110-00-9,
2-propyn-1-ol,000107-19-7,,,kg,Element or Compound,,,Emissions/air/unspecified,133054ca-8d70-4e14-9f8a-cd25835b7688,,,107-19-7; 107-19-7,
1-bromopropane,000106-94-5,,,kg,Element or Compound,,,Emissions/air/unspecified,6bd582af-4ca1-46dd-89ce-59c81dc97f27,,,106-94-5; 163400-21-3; 61066-67-9; 26446-77-5; 106-94-5,
2-bromopropane,000075-26-3,,,kg,Element or Compound,,,Emissions/air/unspecified,c2c39751-a11e-4e74-80d7-5a4094da700e,,,75-26-3; 75-26-3,
hexadecyltrimethylammonium chloride,000112-02-7,,,kg,Element or Compound,,,Emissions/air/unspecified,4132833a-c150-49ff-acde-76c46812c061,,,112-02-7; 68002-63-1; 112-02-7,
hexamethylene diisocyanate,000822-06-0,,,kg,Element or Compound,,,Emissions/air/unspecified,59924d50-2e22-4dd7-890d-79ad5a020a72,,,822-06-0; 822-06-0,
water-soluble salts of peroxodisulfuric acid,No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,78397f33-8ea7-4413-9296-c3e1985407ef,,,,
benzylidyne trichloride,000098-07-7,,,kg,Element or Compound,,,Emissions/air/unspecified,7c8a298c-131c-498d-b1cb-af3ecc64cbac,,,,
"1,2,4-benzenetricarboxylic 1,2-anhydride",000552-30-7,,,kg,Element or Compound,,,Emissions/air/unspecified,a0bbd40e-41c3-4507-88af-d78193921c08,,,552-30-7; 552-30-7,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/air/unspecified,1be9875c-dc13-46a5-ab7d-bef08a7719ff,,,,
benzophenone,000119-61-9,,,kg,Element or Compound,,,Emissions/air/unspecified,32739113-7b88-4a49-bd5d-0430acbaad41,,,119-61-9; 119-61-9,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,b3e6edda-e796-4f01-b2cf-54bed11e7c98,,,,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/air/unspecified,46fe75db-2631-43e0-b890-f25e03dae9d0,,,,
poly(oxyethylene)octylphenyl ether,002315-61-9,,,kg,Element or Compound,,,Emissions/air/unspecified,7834a16b-9a87-4c67-b477-b08f2a7158c8,,,68310-57-6; 2315-61-9,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/air/unspecified,4671b27e-f55e-4e3e-b538-43b726c830b5,,,,
2-ethylhexyl methacrylate,000688-84-6,,,kg,Element or Compound,,,Emissions/air/unspecified,2b0a75ab-bf9a-4499-96bc-1ea9b84c34df,,,688-84-6; 25719-51-1; 688-84-6,
"2,3-epoxypropyl methacrylate",000106-91-2,,,kg,Element or Compound,,,Emissions/air/unspecified,54a005f9-9cc0-4058-8b07-f3ecb1f901d4,,,130463-96-6; 106-91-2; 25067-05-4; 106-91-2,
2-(dimethylamino)ethyl methacrylate,002867-47-2,,,kg,Element or Compound,,,Emissions/air/unspecified,9eac272a-2e96-487d-af35-84e05266b4e7,,,2867-47-2; 25154-86-3; 2867-47-2,
n-butyl methacrylate,000097-88-1,,,kg,Element or Compound,,,Emissions/air/unspecified,c3569d03-a4c9-4bfc-99b6-197e9d3fab27,,,97-88-1; 97-88-1,
4-methylideneoxetan-2-one,000674-82-8,,,kg,Element or Compound,,,Emissions/air/unspecified,8c4373cc-88fd-43ca-81ee-698e7d8209eb,,,674-82-8,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/air/unspecified,5aa2d70c-7fc2-46c3-9b57-f1acf6d8eb5d,,,,
methylamine,000074-89-5,,,kg,Element or Compound,,,Emissions/air/unspecified,52c59be3-0c83-4de7-a15e-d0cc2c2718d9,,,74-89-5,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/air/unspecified,4cce8a81-25eb-4fd8-bec6-c3423c984c88,,,3766-81-2,
"Methyl 2-(4,6-dimethoxy-2-pyrimidinyloxy)-6-[1-(methoxyimino)ethyl]benzoate",136191-64-5,,,kg,Element or Compound,,,Emissions/air/unspecified,f85277d3-55dd-474c-8fe7-f973afc3a6e9,,,,
α-methylstyrene,000098-83-9,,,kg,Element or Compound,,,Emissions/air/unspecified,c2fb7c60-babb-4ef8-a45a-67a0659b70c4,,,,
methylnaphthalene,001321-94-4,,,kg,Element or Compound,,,Emissions/air/unspecified,b8c2fc98-729b-4db8-9b52-dda523755389,,,78900-94-4; 90-12-0; 1321-94-4; 90-12-0,
3-methylpyridine,000108-99-6,,,kg,Element or Compound,,,Emissions/air/unspecified,ab17345a-9d03-4278-8a9f-69b2bc5a6bb9,,,108-99-6; 108-99-6,
1-methyl-1-phenylethyl hydroperoxide,000080-15-9,,,kg,Element or Compound,,,Emissions/air/unspecified,22a4c4ff-2ac7-4978-a020-81436cd8e097,,,80-15-9; 80-15-9,
S-methyl-N-(methylcarbamoyloxy)thioacetimidate,016752-77-5,,,kg,Element or Compound,,,Emissions/air/unspecified,fe3b8f20-5252-4b67-9d01-b22b74562598,,,,
"methylenebis(4,1-cyclohexylene)diisocyanate",005124-30-1,,,kg,Element or Compound,,,Emissions/air/unspecified,36e7b8a3-4c61-4a8f-b0e9-4d7b58ce4be4,,,,
"methylenebis(4,1-phenylene) diisocyanate",000101-68-8,,,kg,Element or Compound,,,Emissions/air/unspecified,514b2997-9f82-4589-b1dd-6b4d9069d5a4,,,,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/air/unspecified,08b54a73-6146-404e-95e9-124994e4f578,,,,
2-mercaptobenzothiazole,000149-30-4,,,kg,Element or Compound,,,Emissions/air/unspecified,16fffc85-537a-4be7-9fbe-0909686eeee2,,,27157-85-3; 57948-09-1; 149-30-4; 118090-09-8; 149-30-4,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/air/unspecified,e9f713cf-0bd8-48a5-bcc6-c2274a3dce7b,,,,
2-(morpholinodithio)benzothiazole,000095-32-9,,,kg,Element or Compound,,,Emissions/air/unspecified,b92e61bf-4c87-4b4a-a9af-3680a0c0fe87,,,95-32-9; 95-32-9,
morpholine,000110-91-8,,,kg,Element or Compound,,,Emissions/air/unspecified,0e9d8d9d-f2cf-49f1-8b5f-c10856ee28e8,,,110-91-8; 61791-40-0; 110-91-8,
tris(2-ethylhexyl) phosphate,000078-42-2,,,kg,Element or Compound,,,Emissions/air/unspecified,ea09c2cf-7ec5-4de5-a4fe-4baa23a199e6,,,78-42-2; 78-42-2,
tritolyl phosphate,000078-32-0,,,kg,Element or Compound,,,Emissions/air/unspecified,e1233bd0-b616-4618-8b9a-3c0f3b4e9c21,,,1330-78-5; 78-32-0,
triphenyl phosphate,000115-86-6,,,kg,Element or Compound,,,Emissions/air/unspecified,b67e0ce1-38e7-4063-972f-4a2905f2efaa,,,115-86-6; 115-86-6,
tri-n-butyl phosphate,000126-73-8,,,kg,Element or Compound,,,Emissions/air/unspecified,c84bf264-d3ce-457a-96d6-9eb23adb0722,,,126-73-8; 126-73-8,
arsenic,007440-38-2,,"As;ヒ素;As;arsenic,As;ヒ素;As;arsenic",kg,Element or Compound,,,Emissions/water/unspecified,d5074be9-31b3-4993-a897-39657602b13c,,,7440-38-2,
CFC-10,000056-23-5,,"CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane,CCl4;Tetrachloromethane;テトラクロロメタン;CCl4;パークロロメタン;carbon tetrachloride;tetrachloromethane;CCl4;perchloromethane",kg,Element or Compound,,,Emissions/water/unspecified,99b49746-6210-4bbe-baaa-0ad1e3eedab4,,,,
cadmium,007440-43-9,,"Cd;カドミウム;Cd;cadmium,Cd;カドミウム;Cd;cadmium",kg,Element or Compound,,,Emissions/water/unspecified,7339f3e9-0c2f-4555-89fd-72adc6952464,,,72172-64-6; 81271-94-5; 7440-43-9,
chemical oxygen demand,,,"化学的酸素要求量;chemical oxigen demand,化学的酸素要求量;chemical oxigen demand",kg,Groups of Chemicals ,,,Emissions/water/unspecified,c2efa0f1-fd04-4936-9a06-15a389ff14b1,,,,
chromium,007440-47-3,,"Cr;Cr;chromium;chromium reserves,Cr;Cr;chromium;chromium reserves",kg,Element or Compound,,,Emissions/water/unspecified,9b19aab9-5ab6-4897-9217-b4dd6c8056e4,,,19498-56-7; 7440-47-3,
iron,007439-89-6,,"Fe;鉄（資源）;Fe reserves;iron reserves,Fe;鉄（資源）;Fe reserves;iron reserves",kg,Element or Compound,,,Emissions/water/unspecified,33b79d67-0e17-4fbe-8421-24dd05cae1fa,,,8048-10-0; 12597-68-1; 52013-36-2; 7439-89-6,
mercury,007439-97-6,,"Hg;Hg;mercury,Hg;Hg;mercury",kg,Element or Compound,,,Emissions/water/unspecified,94e01579-2982-4b76-80e1-1cd8a51611fd,,,7439-97-6,
manganese,007439-96-5,,"Mn;マンガン（資源）;Mn reserves;manganese reserves,Mn;マンガン（資源）;Mn reserves;manganese reserves",kg,Element or Compound,,,Emissions/water/unspecified,ae18ab14-9b8a-411f-99bb-4f600bf9fad4,,,7439-96-5,
N total,,,"全窒素;t-N;N total;total nitrogen;t-N,t-N;N total;total nitrogen;t-N",kg,Other,,,Emissions/water/unspecified,40f8ed03-7975-4b0e-a7b9-f869a99138bc,,,,
ammonium,014798-03-9,,"NH4+;NH4+;ammonium ion;NH4+,NH4+;NH4+;ammonium ion;NH4+",kg,Element or Compound,,,Emissions/water/unspecified,f9db9ad3-5afe-43ad-a80f-9af614ab11d6,,,6684-80-6; 14158-23-7; 15194-15-7; 14798-03-9,
nickel,007440-02-0,,"Ni;Ni;nickel;Ni,Ni;Ni;nickel;Ni",kg,Element or Compound,,,Emissions/water/unspecified,27e8373a-8e2d-4f26-bc8f-417256001f71,,,21595-53-9; 7440-02-0,
nickel compounds,No CAS,,"nickel compounds,nickel compounds",kg,Groups of Chemicals ,,,Emissions/water/unspecified,354865f0-3c87-4599-a7e8-e0ba4263bb86,,,,
oil and grease,,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,2de3da0f-de8d-4f24-9d9b-78f4e441e02f,,,,
P total,,,"全燐;全リン;t-P;P;P total;total-phosphorus;t-P;P,t-P;P;P total;total-phosphorus;t-P;P",kg,Other,,,Emissions/water/unspecified,c6923ac1-86e5-4f32-978b-274da617afbb,,,,
lead,007439-92-1,,"Pb;鉛;Pb;lead,Pb;鉛;Pb;lead",kg,Element or Compound,,,Emissions/water/unspecified,01417c87-e09b-4bc7-be04-1eb2443c9436,,,14452-81-4; 54076-28-7; 7439-92-1,
suspended solids,,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,fafe9e19-42ca-4272-a262-53bda368a9ee,,,,
zinc,007440-66-6,,"Zn;亜鉛（資源）;Zn reserves;zinc reserves,Zn;亜鉛（資源）;Zn reserves;zinc reserves",kg,Element or Compound,,,Emissions/water/unspecified,678f7e77-4965-417d-9e76-001dfccaaab8,,,7440-66-6,
copper,007440-50-8,,"Cu;銅（資源）;Cu reserves;copper reserves,Cu;銅（資源）;Cu reserves;copper reserves",kg,Element or Compound,,,Emissions/water/unspecified,28612e1d-c10b-4628-8279-7a173ade67d9,,,7440-50-8,
hydrocarbons,,,CxHy;hydrocarbons,kg,Groups of Chemicals ,,,Emissions/water/unspecified,cee6a7a5-2c40-4869-b6e7-ceb728d29ed4,,,,
hydrogen fluoride,007664-39-3,,"HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF,HF;フッ化水素酸;HF;hydrogen fluoride;hydrofluoric acid;HF",kg,Element or Compound,,,Emissions/water/unspecified,506f289c-a430-4f54-836a-554ce56e435a,,,37249-79-9; 32057-09-3; 7664-39-3,
diuron,000330-54-1,,"C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;ジウロン;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU,C9H10Cl2N2O;1,1-dimethyl-3-(3,4-Dichlorophenyl)urea;DCMU;3-(3,4-dichlorophenyl)-1,1-dimethylurea;diuron;DCMU",kg,Element or Compound,,,Emissions/water/unspecified,ab31d067-2bc8-4610-8fa5-d701f286c48f,,,330-54-1; 330-54-1,
mancozeb,008018-01-7,,"C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate);mancozeb,C4H6MnN2S4;マンコゼブ;complex compounds of manganese manganese N,N'-ethylenebis(dithiocarbamate) and zinc N,N'-ethylenebis(dithiocarbamate);mancozeb",kg,Element or Compound,,,Emissions/water/unspecified,a3ce6fb3-af12-4539-bb80-502bf9c23045,,,8018-01-7; 8018-01-7; 8018-01-7,
carbaryl,000063-25-2,,"C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthyl N-methylcarbamate;NAC;1-naphthalenol methylcarbamate,C12H11NO2;1-naphthalenol methylcarbamate;N-メチルカルバミン酸1-ナフチル;NAC;1-ナフチル-N-メチルカルバメート;carbaryl;1-naphthyl N-methylcarbamate;NAC;1-naphthalenol methylcarbamate",kg,Element or Compound,,,Emissions/water/unspecified,4342c087-c1f6-464c-8d99-5d433e55ef0c,,,27636-33-5; 3197-92-0; 1433961-56-8; 63-25-2; 63-25-2,
disulfoton,000298-04-4,,"C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2-(ethylthio)ethyl phosphorodithioate;ethylthiometon;disulfoton,C8H19O2PS3;O,O-diethyl S-(2-(ethylthio)ethyl) phosphorodithioate;エチルチオメトン;ジスルホトン;O,O-diethyl S-2-(ethylthio)ethyl phosphorodithioate;ethylthiometon;disulfoton",kg,Element or Compound,,,Emissions/water/unspecified,66cf2b6d-4503-4ee1-b06b-770c2428f2ab,,,298-04-4; 298-04-4,
malathion,000121-75-5,,"C10H19O6PS2;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;1,2-ジ(エトキシカルボニル)エチル O,O-ジメチルホスホロジチオアート;マラチオン;O,O-dimethyl-S-(1,2-dicarbethoxyethyl) phosphorodithioate;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;malathion,C10H19O6PS2;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;1,2-ジ(エトキシカルボニル)エチル O,O-ジメチルホスホロジチオアート;マラチオン;O,O-dimethyl-S-(1,2-dicarbethoxyethyl) phosphorodithioate;1,2-di(ethoxycarbonyl)ethyl O,O-dimethyl phosphorodithioate;malathion",kg,Element or Compound,,,Emissions/water/unspecified,644ebc85-dfe3-4772-b8de-ebcbec69a2a8,,,121-75-5; 141318-03-8; 121-75-5; 121-75-5,
cobalt,007440-48-4,,Co;コバルト（資源）;Co reserves;cobalt reserves,kg,Element or Compound,,,Emissions/water/unspecified,6dd765c5-2fd9-4274-a090-8f149b415841,,,7440-48-4,
phenol,000108-95-2,,C6H6O;Carbolic acid;石炭酸;ヒドロキシベンゼン;フェニルアルコール;phenol;carboic acid;hydroxybenzene;phenyl alcohol,kg,Element or Compound,,,Emissions/water/unspecified,466f6c76-cae9-46b5-9acd-df4d9b099868,,,29809-11-8; 73607-76-8; 63496-48-0; 61788-41-8; 108-95-2; 27073-41-2; 108-95-2,
sulphuric acid,007664-93-9,,H2SO4;sulphuric acid;sulfuric acid,kg,Element or Compound,,,Emissions/water/unspecified,9511c851-f209-4fc2-98c2-6c24a9ce09a9,,,7664-93-9; 12772-98-4; 7664-93-9,
boron,007440-42-8,,"B;ホウ素（資源）;B reserves;boron reserves,B;ホウ素（資源）;B reserves;boron reserves",kg,Element or Compound,,,Emissions/water/unspecified,ddfb5b83-66a7-47ae-8790-14f3ef97b6e8,,,14798-13-1; 7440-42-8,
Tritium (H-3),010028-17-8,,,kBq,Element or Compound,,,Emissions/water/sea water,099a9777-093a-4d9f-b414-217ac0596eef,,,,
uranium,007440-61-1,,,kBq,Element or Compound,,,Emissions/water/sea water,bd4a7eaf-5d14-4d21-a3db-cf3dd5aae25f,,,13598-56-6; 7440-61-1,
Strontium (Sr-90),010098-97-2,,,kBq,Element or Compound,,,Emissions/water/sea water,28126f7d-d4a9-430d-a957-18a4b1555599,,,,
Iodine (I-129),015046-84-1,,,kBq,Element or Compound,,,Emissions/water/sea water,3c9068cf-a29f-4597-9891-31262301cd76,,,,
Iodine (I-131),014834-67-4,,,kBq,Element or Compound,,,Emissions/water/sea water,2f5e04ab-da74-4ec1-bb07-7c9ce9f74edb,,,,
Plutonium (Pu (α)),007440-07-5,,,kBq,Element or Compound,,,Emissions/water/sea water,5f6d4b00-9370-4051-b264-7c14c8834367,,,,
Radionuclide,,,,kBq,Element or Compound,,,Emissions/water/sea water,30b29647-ad66-4535-ac32-7e76b55265eb,,,,
acrylamide,000079-06-1,,,kg,Element or Compound,,,Emissions/water/unspecified,27281820-e889-423f-8a39-3095e8f04305,,,108152-65-4; 79-06-1; 79-06-1,
ethyl acrylate,000140-88-5,,,kg,Element or Compound,,,Emissions/water/unspecified,382378c7-356f-416c-b25b-68e6869220be,,,140-88-5; 140-88-5,
acrylic acid and its water-soluble salts,000079-10-7,,,kg,Element or Compound,,,Emissions/water/unspecified,f393674c-2a6b-4974-b7fd-759372fcfa97,,,,
2-hydroxyethyl acrylate,000818-61-1,,,kg,Element or Compound,,,Emissions/water/unspecified,804b7bff-8384-4cb0-9cb7-b9e38c83c3ac,,,26022-14-0; 13331-72-1; 818-61-1; 26403-58-7; 818-61-1,
n-butyl acrylate,000141-32-2,,,kg,Element or Compound,,,Emissions/water/unspecified,e06b11a2-a7d7-4cd1-aaaf-5e6066f9c04e,,,141-32-2; 141-32-2,
methyl acrylate,000096-33-3,,,kg,Element or Compound,,,Emissions/water/unspecified,289d6828-03a3-46ff-91e6-6ee6389bc762,,,96-33-3; 71016-31-4; 96-33-3,
acrylonitrile,000107-13-1,,,kg,Element or Compound,,,Emissions/water/unspecified,7ff71878-9a07-435a-9ba8-eae78b0b2a72,,,107-13-1; 25014-41-9; 107-13-1,
acrolein,000107-02-8,,,kg,Element or Compound,,,Emissions/water/unspecified,d82b4fbb-4279-4754-b669-cca2ce6d5296,,,107-02-8; 81788-96-7; 25068-14-8; 107-02-8,
sodium azide,026628-22-8,,,kg,Element or Compound,,,Emissions/water/unspecified,b826ef8a-fa01-4abd-83f1-38c952ed30b7,,,26628-22-8; 26628-22-8,
acetaldehyde,000075-07-0,,,kg,Element or Compound,,,Emissions/water/unspecified,dca7d58a-d60a-46a0-8682-5dbfc9a47f82,,,75-07-0; 2188-31-0; 75-07-0,
acetonitrile,000075-05-8,,,kg,Element or Compound,,,Emissions/water/unspecified,287e3635-4fd5-4301-99bb-e00add1d5c31,,,75-05-8; 26809-02-9; 31432-55-0; 75-05-8,
"2,2'-azobisisobutyronitrile",000078-67-1,,,kg,Element or Compound,,,Emissions/water/unspecified,21294384-e11e-4459-a2fd-b51043232739,,,78-67-1; 34241-39-9; 78-67-1,
o-anisidine,000090-04-0,,,kg,Element or Compound,,,Emissions/water/unspecified,ba46c7b0-df37-4e8a-a423-9a8cf7c59344,,,1820684-35-2; 90-04-0; 90-04-0,
aniline,000062-53-3,,,kg,Element or Compound,,,Emissions/water/unspecified,04d47958-8a95-4fba-97fe-75d1dab7a886,,,1122-59-4; 62-53-3; 55147-71-2; 62-53-3,
2-aminoethanol,000141-43-5,,,kg,Element or Compound,,,Emissions/water/unspecified,2b285dcb-a3b5-4feb-a78b-a7c40e0dbbed,,,85047-08-1; 141-43-5; 33598-78-6; 141-43-5,
"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole",120068-37-3,,,kg,Element or Compound,,,Emissions/water/unspecified,381c6537-41b9-4ea2-8fae-ed79031fee1b,,,,
p-aminophenol,000123-30-8,,,kg,Element or Compound,,,Emissions/water/unspecified,05c902f4-0464-4e11-a98a-833a05bb0580,,,123-30-8; 123-30-8,
m-aminophenol,000591-27-5,,,kg,Element or Compound,,,Emissions/water/unspecified,a16e12fd-70ee-4f7c-b319-3c6efffc9432,,,591-27-5; 591-27-5,
allyl alcohol,000107-18-6,,,kg,Element or Compound,,,Emissions/water/unspecified,f3140f82-7833-4d17-b697-32e41fd9c347,,,62309-52-8; 107-18-6; 107-18-6,
n-alkylbenzenesulfonic acid and its salts(alkyl C=10-14),No CAS,,,kg,Element or Compound,,,Emissions/water/unspecified,c73937ab-931d-483e-964f-3b4c2098100f,,,,
antimony and its compounds,007440-36-0,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,f9ca163c-154d-4063-b523-84df52ffd8d8,,,,
"3-isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate",004098-71-9,,,kg,Element or Compound,,,Emissions/water/unspecified,508b2760-df7b-4341-a046-955ec6423c1e,,,4098-71-9; 4098-71-9,
isobutyraldehyde,000078-84-2,,,kg,Element or Compound,,,Emissions/water/unspecified,c7a95584-bb6d-4dff-9235-0695ba5be71f,,,78-84-2; 78-84-2,
isoprene,000078-79-5,,,kg,Element or Compound,,,Emissions/water/unspecified,6126f699-b94b-432f-a92b-49804febfaf5,,,78-79-5; 68441-58-7; 9006-04-6; 78-79-5,
"4,4'-isopropylidenediphenol",000080-05-7,,,kg,Element or Compound,,,Emissions/water/unspecified,68b30e89-e337-431b-a9b9-d173c2f9445f,,,27100-33-0; 102438-62-0; 80-05-7; 80-05-7,
3'-isopropoxy-2-trifluoromethylbenzanilide,066332-96-5,,,kg,Element or Compound,,,Emissions/water/unspecified,d61254fe-debb-410e-a1ea-b521ad3568a1,,,,
"1,1'-[iminodi(octamethylene)]diguanidine",013516-27-3,,,kg,Element or Compound,,,Emissions/water/unspecified,9a83a1b6-a823-43f7-bf9b-735d2c5e4946,,,,
indium and its compounds,007440-74-6,,,kg,Groups of Chemicals ,,,Emissions/water/unspecified,de4bcc80-8a60-47a6-8611-b9685c54314b,,,,
O-ethyl O-4-nitrophenyl phenylphosphonothioate,002104-64-5,,,kg,Element or Compound,,,Emissions/water/unspecified,9b744a8a-2b70-4ecb-bdc9-9a7c6ba7ca33,,,2104-64-5; 2104-64-5,
2-ethylhexanoic acid,000149-57-5,,,kg,Element or Compound,,,Emissions/water/unspecified,e8f3c854-8984-4cd9-8d3f-34cc461be0d4,,,149-57-5; 61788-37-2; 125804-07-1; 149-57-5,
ethylbenzene,000100-41-4,,,kg,Element or Compound,,,Emissions/water/unspecified,7058bd1d-0196-4a99-aa76-20d683ef2f48,,,100-41-4; 70955-17-8; 68908-88-3; 27536-89-6; 287399-33-1; 158507-69-8; 20302-26-5; 100-41-4,
ethylene oxide,000075-21-8,,,kg,Element or Compound,,,Emissions/water/unspecified,6ed5dff5-f5a3-4620-a2bf-709ecf660235,,,11104-97-5; 75-21-8,
ethylene glycol monoethyl ether,000110-80-5,,,kg,Element or Compound,,,Emissions/water/unspecified,5846016d-a39f-4260-a424-375867efd0ab,,,110-80-5; 110-80-5,
ethylene glycol monomethyl ether,000109-86-4,,,kg,Element or Compound,,,Emissions/water/unspecified,b428af05-66ed-4188-b9d7-16bf3105411d,,,109-86-4; 97840-77-2; 32718-54-0; 108152-85-8; 109-86-4,
ethylenediamine,000107-15-3,,,kg,Element or Compound,,,Emissions/water/unspecified,83db6836-63f0-41ad-99f1-bc9a138f0817,,,107-15-3; 27308-78-7; 107-15-3,
ethylenediaminetetraacetic acid,000060-00-4,,,kg,Element or Compound,,,Emissions/water/unspecified,e823a38f-9c93-4907-b0d3-e6290099b6e8,,,470462-56-7; 124949-23-1; 688-55-1; 60-00-4; 53632-26-1; 6381-92-6; 203805-96-3; 139-33-3; 60-00-4,
epichlorohydrin,000106-89-8,,,kg,Element or Compound,,,Emissions/water/unspecified,c682848d-e8ff-4363-96d1-f605452734ff,,,83385-55-1; 13403-37-7; 56227-39-5; 106-89-8; 9009-12-5; 106-89-8,
"2,3-epoxy-1-propanol",000556-52-5,,,kg,Element or Compound,,,Emissions/water/unspecified,0c97d13e-5fbc-4a38-b19f-bee4b29f746c,,,556-52-5; 556-52-5,
"1,2-epoxypropane",000075-56-9,,,kg,Element or Compound,,,Emissions/water/unspecified,5ea0a703-910f-4c15-9ec1-8f6ee474599a,,,2245-32-1; 75-56-9,
